pubid,gender97,ethnic97,hh18_97,psmoke97
869,2,Non-Hispanic,3,1
870,1,Non-Hispanic,5,1
871,2,Non-Hispanic,3,5
872,1,Hispanic,2,4
873,2,Hispanic,2,3
874,1,Hispanic,6,1
875,2,Non-Hispanic,2,4
876,2,Non-Hispanic,4,1
877,1,Non-Hispanic,1,5
878,2,Non-Hispanic,3,3
879,2,Non-Hispanic,2,5
880,2,Hispanic,3,3
881,2,Non-Hispanic,1,5
882,1,Hispanic,3,4
883,2,Hispanic,2,3
884,1,Non-Hispanic,3,2
885,1,Non-Hispanic,3,4
886,1,Non-Hispanic,3,4
887,2,Non-Hispanic,3,3
888,2,Non-Hispanic,2,3
889,1,Non-Hispanic,2,1
890,1,Non-Hispanic,5,1
891,1,Non-Hispanic,5,4
892,2,Non-Hispanic,5,1
893,1,Hispanic,3,5
894,1,Hispanic,3,3
895,1,Hispanic,3,1
896,2,Non-Hispanic,3,1
897,2,Non-Hispanic,2,1
898,1,Non-Hispanic,2,2
899,2,Non-Hispanic,3,3
900,1,Non-Hispanic,3,2
901,2,Non-Hispanic,3,2
902,2,Non-Hispanic,2,4
903,1,Hispanic,1,3
904,2,Hispanic,1,2
905,2,Hispanic,3,3
906,2,Non-Hispanic,1,3
907,2,Hispanic,1,4
908,2,Non-Hispanic,2,1
909,1,Non-Hispanic,2,2
910,2,Non-Hispanic,1,2
911,1,Hispanic,1,4
912,2,Non-Hispanic,2,5
913,2,Non-Hispanic,2,3
914,1,Non-Hispanic,1,2
915,2,Non-Hispanic,2,2
916,2,Non-Hispanic,2,2
917,1,Non-Hispanic,3,1
918,1,Non-Hispanic,2,2
919,2,Non-Hispanic,2,1
920,2,Non-Hispanic,2,2
921,1,Hispanic,3,2
922,2,Hispanic,1,4
923,2,Non-Hispanic,3,3
924,2,Non-Hispanic,3,3
925,2,Hispanic,4,2
926,1,Hispanic,4,4
927,1,Hispanic,2,2
928,2,Hispanic,2,.b
929,1,Non-Hispanic,2,1
930,2,Hispanic,1,1
931,2,Non-Hispanic,2,1
932,2,Non-Hispanic,1,1
933,2,Non-Hispanic,2,4
934,2,Non-Hispanic,2,1
935,2,Hispanic,2,1
936,1,Non-Hispanic,4,2
937,1,Hispanic,2,1
938,1,Hispanic,2,2
939,2,Non-Hispanic,2,3
940,1,Non-Hispanic,3,4
941,2,Non-Hispanic,1,3
942,1,Non-Hispanic,3,4
943,1,Non-Hispanic,3,1
944,2,Non-Hispanic,2,5
945,2,Non-Hispanic,1,3
946,1,Non-Hispanic,1,2
947,2,Hispanic,2,4
948,2,Hispanic,2,1
949,2,Non-Hispanic,3,3
950,2,Non-Hispanic,3,1
951,2,Non-Hispanic,2,4
952,2,Non-Hispanic,2,1
953,1,Non-Hispanic,1,2
954,2,Non-Hispanic,2,5
955,2,Non-Hispanic,2,1
956,1,Non-Hispanic,2,1
957,1,Non-Hispanic,3,1
958,1,Non-Hispanic,3,3
959,1,Non-Hispanic,3,1
960,1,Non-Hispanic,1,2
961,2,Non-Hispanic,1,1
962,1,Non-Hispanic,3,2
963,1,Non-Hispanic,3,1
964,2,Hispanic,2,3
965,2,Hispanic,3,2
966,2,Non-Hispanic,5,1
967,2,Non-Hispanic,2,1
968,1,Non-Hispanic,3,2
969,2,Non-Hispanic,3,2
970,1,Non-Hispanic,2,2
971,2,Non-Hispanic,2,1
972,1,Non-Hispanic,3,2
973,1,Hispanic,3,2
974,1,Non-Hispanic,2,1
975,1,Non-Hispanic,3,3
976,1,Non-Hispanic,3,2
977,1,Non-Hispanic,1,2
978,1,Non-Hispanic,2,1
979,2,Non-Hispanic,2,1
980,1,Non-Hispanic,1,3
981,1,Non-Hispanic,2,4
982,1,Non-Hispanic,1,1
983,2,Hispanic,2,1
984,2,Hispanic,1,1
985,2,Hispanic,3,5
986,2,Non-Hispanic,2,4
987,1,Hispanic,2,3
988,2,Non-Hispanic,2,1
989,2,Non-Hispanic,2,1
990,1,Non-Hispanic,4,1
991,1,Non-Hispanic,1,3
992,2,Non-Hispanic,1,4
993,2,Non-Hispanic,2,3
994,1,Non-Hispanic,4,2
995,2,Hispanic,1,5
996,2,Non-Hispanic,3,5
997,1,Non-Hispanic,1,2
998,1,Non-Hispanic,1,3
999,1,Non-Hispanic,2,3
1000,1,Non-Hispanic,4,5
1001,1,Non-Hispanic,4,3
1002,1,Non-Hispanic,4,4
1003,2,Non-Hispanic,2,3
1004,1,Non-Hispanic,2,5
1005,1,Non-Hispanic,4,3
1006,1,Non-Hispanic,4,2
1007,1,Non-Hispanic,2,3
1008,2,Non-Hispanic,2,5
1009,1,Non-Hispanic,2,2
1010,2,Non-Hispanic,2,3
1011,1,Non-Hispanic,3,3
1012,1,Non-Hispanic,3,1
1013,1,Non-Hispanic,2,1
1014,1,Non-Hispanic,2,2
1015,1,Non-Hispanic,2,2
1016,1,Non-Hispanic,2,2
1017,2,Non-Hispanic,2,2
1018,1,Non-Hispanic,2,1
1019,1,Non-Hispanic,3,2
1020,1,Non-Hispanic,1,4
1021,2,Non-Hispanic,3,2
1022,2,Non-Hispanic,4,3
1023,2,Hispanic,2,1
1024,2,Non-Hispanic,3,3
1025,1,Non-Hispanic,2,1
1026,1,Non-Hispanic,3,4
1027,1,Non-Hispanic,4,4
1028,1,Non-Hispanic,4,3
1029,2,Non-Hispanic,1,4
1030,1,Non-Hispanic,1,4
1031,1,Non-Hispanic,1,3
1032,1,Non-Hispanic,3,1
1033,2,Non-Hispanic,3,2
1034,1,Non-Hispanic,3,5
1035,2,Non-Hispanic,1,2
1036,1,Non-Hispanic,4,2
1037,1,Non-Hispanic,3,1
1038,1,Non-Hispanic,3,1
1039,2,Non-Hispanic,5,2
1040,2,Non-Hispanic,2,3
1041,1,Non-Hispanic,4,2
1042,2,Non-Hispanic,4,5
1043,2,Non-Hispanic,3,1
1044,1,Non-Hispanic,3,1
1045,2,Non-Hispanic,3,4
1046,1,Non-Hispanic,3,1
1047,2,Non-Hispanic,1,5
1048,2,Non-Hispanic,2,2
1049,1,Hispanic,1,1
1050,2,Non-Hispanic,3,4
1051,1,Non-Hispanic,3,1
1052,2,Non-Hispanic,1,5
1053,1,Non-Hispanic,2,4
1054,2,Non-Hispanic,2,2
1055,2,Non-Hispanic,4,1
1056,2,Non-Hispanic,4,3
1057,2,Non-Hispanic,4,4
1058,1,Non-Hispanic,1,4
1059,1,Non-Hispanic,2,1
1060,2,Non-Hispanic,1,2
1061,2,Non-Hispanic,2,3
1062,1,Non-Hispanic,1,4
1063,1,Non-Hispanic,1,3
1064,2,Non-Hispanic,1,3
1065,1,Non-Hispanic,1,3
1066,2,Non-Hispanic,3,3
1067,2,Hispanic,5,2
1068,1,Hispanic,5,1
1069,1,Non-Hispanic,3,4
1070,2,Non-Hispanic,3,3
1071,1,Hispanic,2,1
1072,1,Non-Hispanic,2,4
1073,2,Non-Hispanic,2,3
1074,1,Non-Hispanic,2,3
1075,2,Non-Hispanic,1,5
1076,2,Non-Hispanic,3,3
1077,2,Non-Hispanic,3,1
1078,1,Non-Hispanic,2,2
1079,1,Non-Hispanic,2,3
1080,2,Non-Hispanic,2,4
1081,1,Non-Hispanic,2,2
1082,2,Non-Hispanic,1,2
1083,2,Non-Hispanic,2,4
1084,2,Non-Hispanic,2,3
1085,1,Non-Hispanic,2,5
1086,1,Non-Hispanic,3,1
1087,2,Hispanic,3,4
1088,2,Non-Hispanic,2,1
1089,1,Non-Hispanic,3,3
1090,1,Non-Hispanic,3,3
1091,2,Non-Hispanic,2,4
1092,2,Non-Hispanic,2,3
1093,1,Hispanic,2,3
1094,1,Non-Hispanic,2,1
1095,1,Non-Hispanic,2,1
1096,2,Non-Hispanic,4,1
1097,1,Non-Hispanic,2,5
1098,2,Non-Hispanic,2,4
1099,2,Non-Hispanic,2,5
1100,2,Non-Hispanic,2,5
1101,2,Non-Hispanic,8,1
1102,2,Non-Hispanic,8,1
1103,2,Hispanic,5,1
1104,2,Non-Hispanic,3,5
1105,2,Non-Hispanic,3,1
1106,1,Non-Hispanic,4,5
1107,2,Non-Hispanic,4,1
1108,1,Non-Hispanic,3,4
1109,2,Non-Hispanic,2,1
1110,1,Non-Hispanic,2,4
1111,1,Non-Hispanic,2,1
1112,1,Non-Hispanic,2,1
1113,1,Non-Hispanic,1,2
1114,2,Hispanic,2,3
1115,1,Non-Hispanic,2,4
1116,2,Non-Hispanic,2,1
1117,1,Non-Hispanic,2,1
1118,2,Non-Hispanic,2,4
1119,2,Hispanic,2,2
1120,2,Non-Hispanic,1,4
1121,2,Non-Hispanic,2,3
1122,1,Non-Hispanic,2,2
1123,2,Non-Hispanic,2,1
1124,1,Hispanic,3,5
1125,1,Non-Hispanic,1,1
1126,1,Non-Hispanic,4,3
1127,2,Non-Hispanic,4,3
1128,2,Non-Hispanic,3,1
1129,1,Non-Hispanic,3,1
1130,1,Non-Hispanic,3,1
1131,1,Non-Hispanic,2,2
1132,2,Non-Hispanic,1,4
1133,2,Non-Hispanic,2,2
1134,2,Non-Hispanic,2,1
1135,1,Non-Hispanic,3,2
1136,1,Non-Hispanic,1,4
1137,1,Non-Hispanic,1,1
1138,2,Non-Hispanic,1,5
1139,2,Non-Hispanic,2,1
1140,1,Non-Hispanic,1,1
1141,1,Non-Hispanic,1,2
1142,1,Non-Hispanic,3,3
1143,2,Non-Hispanic,3,5
1144,2,Non-Hispanic,3,3
1145,2,Non-Hispanic,2,3
1146,2,Non-Hispanic,2,3
1147,1,Non-Hispanic,7,2
1148,2,Non-Hispanic,7,4
1149,2,Non-Hispanic,7,3
1150,1,Non-Hispanic,1,1
1151,2,Non-Hispanic,4,2
1152,2,Hispanic,2,5
1153,2,Hispanic,2,3
1154,2,Non-Hispanic,3,2
1155,1,Non-Hispanic,2,4
1156,2,Non-Hispanic,2,1
1157,1,Hispanic,1,5
1158,1,Non-Hispanic,3,4
1159,1,Non-Hispanic,4,2
1160,2,Non-Hispanic,1,4
1161,1,Non-Hispanic,2,2
1162,1,Non-Hispanic,4,3
1163,1,Non-Hispanic,4,1
1164,1,Non-Hispanic,2,2
1165,2,Non-Hispanic,2,4
1166,2,Non-Hispanic,1,4
1167,1,Non-Hispanic,4,3
1168,1,Non-Hispanic,4,5
1169,2,Non-Hispanic,4,2
1170,1,Non-Hispanic,2,4
1171,1,Non-Hispanic,2,2
1172,1,Non-Hispanic,2,3
1173,2,Non-Hispanic,2,4
1174,1,Non-Hispanic,1,2
1175,2,Non-Hispanic,2,2
1176,1,Non-Hispanic,2,3
1177,2,Non-Hispanic,3,5
1178,1,Non-Hispanic,1,2
1179,1,Non-Hispanic,2,5
1180,1,Non-Hispanic,2,3
1181,2,Non-Hispanic,2,2
1182,2,Non-Hispanic,3,4
1183,1,Non-Hispanic,3,2
1184,1,Hispanic,2,3
1185,1,Hispanic,2,3
1186,1,Non-Hispanic,3,3
1187,2,Hispanic,3,2
1188,2,Non-Hispanic,3,3
1189,1,Non-Hispanic,1,4
1190,2,Hispanic,1,5
1191,1,Non-Hispanic,2,4
1192,1,Non-Hispanic,1,4
1193,1,Non-Hispanic,2,3
1194,2,Non-Hispanic,2,3
1195,1,Non-Hispanic,3,4
1196,1,Non-Hispanic,4,3
1197,2,Non-Hispanic,4,2
1198,1,Non-Hispanic,2,.d
1199,1,Non-Hispanic,2,5
1200,2,Non-Hispanic,3,4
1201,1,Non-Hispanic,3,4
1202,1,Non-Hispanic,3,1
1203,2,Non-Hispanic,5,1
1204,1,Non-Hispanic,5,1
1205,2,Non-Hispanic,1,3
1206,2,Non-Hispanic,3,4
1207,1,Non-Hispanic,1,2
1208,1,Non-Hispanic,2,4
1209,2,Non-Hispanic,4,3
1210,1,Non-Hispanic,4,1
1211,1,Non-Hispanic,3,4
1212,2,Non-Hispanic,3,5
1213,1,Non-Hispanic,3,5
1214,1,Non-Hispanic,1,1
1215,1,Non-Hispanic,3,1
1216,2,Non-Hispanic,3,1
1217,1,Non-Hispanic,2,5
1218,1,Non-Hispanic,2,4
1219,1,Non-Hispanic,4,1
1220,2,Non-Hispanic,2,3
1221,1,Non-Hispanic,2,1
1222,1,Non-Hispanic,2,2
1223,2,Non-Hispanic,2,4
1224,1,Non-Hispanic,3,3
1225,2,Non-Hispanic,2,3
1226,1,Non-Hispanic,3,3
1227,2,Non-Hispanic,1,1
1228,1,Non-Hispanic,2,3
1229,2,Non-Hispanic,3,1
1230,1,Non-Hispanic,2,2
1231,1,Non-Hispanic,2,3
1232,1,Non-Hispanic,2,4
1233,1,Non-Hispanic,1,1
1234,1,Non-Hispanic,2,1
1235,1,Non-Hispanic,3,1
1236,1,Non-Hispanic,1,2
1237,1,Non-Hispanic,1,1
1238,2,Non-Hispanic,4,1
1239,1,Non-Hispanic,2,2
1240,1,Non-Hispanic,1,3
1241,2,Non-Hispanic,2,2
1242,2,Non-Hispanic,3,1
1243,2,Non-Hispanic,1,1
1244,1,Non-Hispanic,2,5
1245,2,Non-Hispanic,1,3
1246,2,Non-Hispanic,4,3
1247,1,Non-Hispanic,4,3
1248,2,Non-Hispanic,4,.b
1249,2,Non-Hispanic,2,4
1250,1,Non-Hispanic,2,2
1251,1,Non-Hispanic,4,3
1252,1,Hispanic,4,3
1253,2,Non-Hispanic,2,2
1254,2,Non-Hispanic,2,3
1255,1,Non-Hispanic,2,5
1256,2,Non-Hispanic,2,4
1257,2,Non-Hispanic,2,5
1258,2,Non-Hispanic,2,4
1259,1,Non-Hispanic,2,4
1260,1,Non-Hispanic,2,5
1261,1,Non-Hispanic,4,4
1262,1,Non-Hispanic,4,1
1263,1,Non-Hispanic,3,1
1264,1,Non-Hispanic,2,1
1265,2,Non-Hispanic,2,4
1266,2,Non-Hispanic,2,4
1267,1,Non-Hispanic,2,2
1268,2,Non-Hispanic,2,5
1269,2,Non-Hispanic,2,5
1270,1,Non-Hispanic,2,4
1271,2,Non-Hispanic,2,5
1272,1,Non-Hispanic,1,5
1273,1,Non-Hispanic,2,5
1274,2,Non-Hispanic,1,3
1275,2,Non-Hispanic,2,5
1276,2,Non-Hispanic,3,5
1277,1,Non-Hispanic,3,3
1278,1,Non-Hispanic,3,1
1279,1,Non-Hispanic,3,2
1280,1,Hispanic,2,2
1281,1,Non-Hispanic,3,1
1282,2,Non-Hispanic,2,3
1283,1,Non-Hispanic,2,.b
1284,1,Non-Hispanic,1,3
1285,2,Non-Hispanic,1,3
1286,1,Non-Hispanic,3,1
1287,1,Non-Hispanic,1,1
1288,1,Non-Hispanic,1,1
1289,1,Non-Hispanic,1,2
1290,2,Non-Hispanic,3,2
1291,1,Non-Hispanic,1,3
1292,2,Non-Hispanic,1,3
1293,1,Non-Hispanic,1,2
1294,1,Non-Hispanic,2,1
1295,2,Non-Hispanic,1,4
1296,2,Non-Hispanic,1,3
1297,1,Non-Hispanic,2,4
1298,1,Non-Hispanic,1,5
1299,1,Non-Hispanic,3,1
1300,1,Non-Hispanic,3,1
1301,1,Non-Hispanic,2,1
1302,2,Non-Hispanic,3,3
1303,2,Non-Hispanic,3,1
1304,1,Non-Hispanic,2,4
1305,1,Non-Hispanic,2,4
1306,2,Non-Hispanic,2,3
1307,2,Non-Hispanic,2,2
1308,2,Non-Hispanic,3,2
1309,2,Non-Hispanic,2,4
1310,1,Non-Hispanic,2,3
1311,2,Non-Hispanic,1,3
1312,2,Non-Hispanic,3,4
1313,2,Non-Hispanic,3,3
1314,2,Non-Hispanic,1,3
1315,2,Non-Hispanic,3,3
1316,2,Non-Hispanic,3,3
1317,2,Non-Hispanic,1,4
1318,1,Non-Hispanic,2,4
1319,2,Non-Hispanic,2,3
1320,1,Non-Hispanic,2,3
1321,1,Non-Hispanic,2,3
1322,2,Non-Hispanic,2,4
1323,1,Hispanic,2,1
1324,2,Non-Hispanic,2,5
1325,2,Non-Hispanic,1,1
1326,1,Non-Hispanic,1,2
1327,2,Non-Hispanic,2,3
1328,2,Non-Hispanic,1,2
1329,2,Hispanic,1,4
1330,2,Non-Hispanic,2,4
1331,2,Non-Hispanic,3,2
1332,1,Non-Hispanic,2,3
1333,2,Non-Hispanic,2,2
1334,2,Non-Hispanic,1,2
1335,1,Non-Hispanic,2,2
1336,1,Non-Hispanic,2,1
1337,2,Non-Hispanic,2,2
1338,2,Non-Hispanic,1,2
1339,1,Non-Hispanic,2,3
1340,2,Non-Hispanic,2,1
1341,1,Non-Hispanic,2,3
1342,1,Non-Hispanic,2,2
1343,1,Non-Hispanic,2,4
1344,2,Non-Hispanic,2,2
1345,2,Non-Hispanic,1,1
1346,1,Non-Hispanic,2,3
1347,2,Non-Hispanic,2,3
1348,1,Non-Hispanic,2,1
1349,1,Non-Hispanic,2,4
1350,2,Hispanic,2,1
1351,1,Hispanic,3,1
1352,1,Hispanic,3,1
1353,1,Hispanic,3,1
1354,2,Hispanic,2,1
1355,2,Hispanic,2,1
1356,2,Hispanic,4,1
1357,2,Hispanic,4,1
1358,2,Hispanic,4,1
1359,1,Non-Hispanic,2,3
1360,1,Hispanic,2,2
1361,1,Non-Hispanic,2,1
1362,2,Non-Hispanic,1,5
1363,1,Hispanic,1,4
1364,1,Non-Hispanic,2,5
1365,1,Hispanic,2,1
1366,1,Hispanic,2,4
1367,1,Non-Hispanic,2,1
1368,2,Hispanic,2,2
1369,2,Non-Hispanic,1,1
1370,2,Non-Hispanic,2,3
1371,1,Non-Hispanic,3,2
1372,2,Non-Hispanic,3,2
1373,1,Non-Hispanic,2,2
1374,1,Non-Hispanic,5,4
1375,2,Non-Hispanic,5,1
1376,1,Non-Hispanic,4,4
1377,1,Non-Hispanic,2,1
1378,1,Non-Hispanic,3,2
1379,2,Non-Hispanic,3,1
1380,2,Non-Hispanic,3,4
1381,1,Non-Hispanic,1,2
1382,1,Non-Hispanic,2,3
1383,1,Non-Hispanic,4,2
1384,2,Non-Hispanic,1,3
1385,2,Non-Hispanic,1,1
1386,2,Hispanic,3,1
1387,2,Hispanic,3,1
1388,2,Hispanic,3,1
1389,2,Non-Hispanic,3,5
1390,1,Non-Hispanic,3,1
1391,2,Hispanic,7,2
1392,2,Hispanic,7,3
1393,2,Hispanic,7,2
1394,1,Non-Hispanic,3,1
1395,1,Non-Hispanic,2,2
1396,1,Non-Hispanic,2,1
1397,1,Non-Hispanic,4,5
1398,2,Non-Hispanic,2,2
1399,2,Non-Hispanic,1,1
1400,1,Non-Hispanic,5,3
1401,1,Non-Hispanic,5,2
1402,1,Non-Hispanic,2,1
1403,2,Non-Hispanic,2,3
1404,1,Non-Hispanic,2,1
1405,1,Non-Hispanic,2,4
1406,1,Non-Hispanic,2,1
1407,1,Non-Hispanic,2,1
1408,1,Non-Hispanic,1,4
1409,1,Non-Hispanic,1,2
1410,2,Non-Hispanic,3,4
1411,2,Non-Hispanic,2,4
1412,2,Non-Hispanic,2,1
1413,2,Hispanic,2,1
1414,2,Non-Hispanic,3,4
1415,2,Non-Hispanic,3,5
1416,2,Non-Hispanic,3,2
1417,1,Non-Hispanic,2,1
1418,1,Non-Hispanic,4,3
1419,2,Non-Hispanic,2,5
1420,2,Non-Hispanic,2,3
1421,1,Non-Hispanic,2,2
1422,2,Non-Hispanic,1,4
1423,2,Non-Hispanic,1,3
1424,2,Non-Hispanic,1,5
1425,1,Non-Hispanic,3,5
1426,1,Non-Hispanic,3,4
1427,2,Non-Hispanic,3,1
1428,2,Non-Hispanic,1,5
1429,2,Non-Hispanic,2,2
1430,2,Non-Hispanic,2,1
1431,1,Non-Hispanic,3,4
1432,2,Non-Hispanic,3,4
1433,2,Non-Hispanic,3,1
1434,1,Non-Hispanic,1,3
1435,1,Non-Hispanic,3,4
1436,2,Non-Hispanic,3,4
1437,2,Non-Hispanic,3,4
1438,2,Non-Hispanic,2,1
1439,1,Non-Hispanic,1,3
1440,2,Non-Hispanic,1,2
1441,1,Non-Hispanic,3,4
1442,2,Non-Hispanic,3,4
1443,1,Non-Hispanic,3,3
1444,2,Non-Hispanic,1,1
1445,2,Non-Hispanic,3,4
1446,1,Non-Hispanic,3,1
1447,1,Non-Hispanic,2,1
1448,2,Non-Hispanic,1,3
1449,1,Non-Hispanic,1,3
1450,2,Non-Hispanic,1,1
1451,2,Non-Hispanic,2,3
1452,1,Hispanic,2,2
1453,2,Non-Hispanic,2,3
1454,2,Non-Hispanic,2,3
1455,1,Non-Hispanic,2,1
1456,1,Non-Hispanic,1,3
1457,1,Non-Hispanic,2,2
1458,1,Non-Hispanic,2,2
1459,2,Non-Hispanic,2,1
1460,1,Non-Hispanic,5,1
1461,1,Non-Hispanic,3,5
1462,2,Non-Hispanic,3,1
1463,1,Non-Hispanic,1,2
1464,2,Non-Hispanic,2,1
1465,1,Non-Hispanic,2,5
1466,2,Non-Hispanic,3,1
1467,2,Non-Hispanic,1,5
1468,1,Non-Hispanic,2,2
1469,1,Non-Hispanic,3,1
1470,2,Non-Hispanic,2,5
1471,1,Non-Hispanic,2,4
1472,2,Non-Hispanic,4,1
1473,1,Non-Hispanic,4,2
1474,1,Hispanic,2,3
1475,2,Hispanic,2,3
1476,2,Non-Hispanic,3,3
1477,2,Non-Hispanic,3,3
1478,1,Non-Hispanic,1,2
1479,2,Non-Hispanic,2,3
1480,2,Non-Hispanic,2,5
1481,1,Non-Hispanic,2,2
1482,1,Non-Hispanic,1,2
1483,1,Hispanic,4,1
1484,1,Non-Hispanic,2,2
1485,1,Non-Hispanic,2,4
1486,1,Non-Hispanic,2,2
1487,2,Non-Hispanic,2,3
1488,1,Non-Hispanic,2,3
1489,2,Non-Hispanic,2,3
1490,2,Non-Hispanic,2,1
1491,1,Non-Hispanic,2,4
1492,2,Non-Hispanic,1,2
1493,1,Non-Hispanic,4,2
1494,2,Non-Hispanic,2,4
1495,2,Non-Hispanic,3,4
1496,2,Non-Hispanic,3,4
1497,2,Non-Hispanic,2,3
1498,2,Non-Hispanic,2,2
1499,2,Non-Hispanic,1,3
1500,2,Non-Hispanic,3,3
1501,2,Non-Hispanic,1,3
1502,2,Non-Hispanic,1,2
1503,1,Non-Hispanic,2,3
1504,2,Non-Hispanic,2,3
1505,1,Hispanic,3,1
1506,2,Hispanic,3,4
1507,1,Hispanic,1,2
1508,1,.b,2,.b
1509,2,Hispanic,1,4
1510,1,Non-Hispanic,5,4
1511,2,Non-Hispanic,5,4
1512,2,Non-Hispanic,5,4
1513,2,Non-Hispanic,5,2
1514,1,Non-Hispanic,2,1
1515,1,.b,1,3
1516,2,Hispanic,2,4
1517,2,Hispanic,2,4
1518,1,Non-Hispanic,2,1
1519,1,.b,1,1
1520,1,Non-Hispanic,2,5
1521,2,Non-Hispanic,1,4
1522,1,.b,3,1
1523,2,Non-Hispanic,2,3
1524,2,Non-Hispanic,1,2
1525,1,Non-Hispanic,1,2
1526,2,Non-Hispanic,1,1
1527,2,Non-Hispanic,3,1
1528,2,Non-Hispanic,5,3
1529,1,Non-Hispanic,5,1
1530,1,Non-Hispanic,2,4
1531,2,Non-Hispanic,2,1
1532,1,Non-Hispanic,1,1
1533,2,Non-Hispanic,2,2
1534,2,Non-Hispanic,2,3
1535,1,Non-Hispanic,2,2
1536,1,Hispanic,1,2
1537,2,Non-Hispanic,1,5
1538,1,Hispanic,1,4
1539,2,Non-Hispanic,3,4
1540,2,Non-Hispanic,4,4
1541,2,Non-Hispanic,1,1
1542,2,Hispanic,2,1
1543,2,Non-Hispanic,2,5
1544,2,Non-Hispanic,2,2
1545,1,Non-Hispanic,2,1
1546,2,Non-Hispanic,2,2
1547,1,Hispanic,4,2
1548,1,Hispanic,4,2
1549,1,Hispanic,4,1
1550,2,Non-Hispanic,1,3
1551,2,Non-Hispanic,3,2
1552,1,Non-Hispanic,3,1
1553,1,Non-Hispanic,2,5
1554,1,Non-Hispanic,2,3
1555,1,Non-Hispanic,3,4
1556,1,Non-Hispanic,2,1
1557,2,Non-Hispanic,2,1
1558,1,Non-Hispanic,1,1
1559,1,Non-Hispanic,2,5
1560,1,Hispanic,2,1
1561,1,Hispanic,3,.b
1562,1,Hispanic,1,1
1563,1,Non-Hispanic,3,2
1564,1,Non-Hispanic,2,4
1565,2,Non-Hispanic,1,1
1566,2,Non-Hispanic,1,3
1568,2,Non-Hispanic,1,3
1569,1,Hispanic,2,2
1570,1,Hispanic,2,2
1571,2,Hispanic,2,1
1572,1,Non-Hispanic,3,4
1573,1,Non-Hispanic,2,3
1574,2,Non-Hispanic,2,2
1575,2,Non-Hispanic,1,4
1576,2,Non-Hispanic,3,4
1577,2,Non-Hispanic,3,4
1578,1,Non-Hispanic,1,2
1579,1,Non-Hispanic,1,2
1580,1,Non-Hispanic,1,4
1581,1,Non-Hispanic,0,4
1582,2,Non-Hispanic,1,2
1583,1,Hispanic,3,4
1584,2,Hispanic,3,2
1585,2,Hispanic,3,1
1586,1,Hispanic,3,1
1587,2,Non-Hispanic,2,5
1588,2,Non-Hispanic,2,3
1589,1,Hispanic,3,3
1590,2,Non-Hispanic,7,1
1591,1,Non-Hispanic,1,4
1592,2,Non-Hispanic,3,3
1593,2,Non-Hispanic,3,5
1594,2,Non-Hispanic,2,3
1595,2,Non-Hispanic,2,1
1596,1,Hispanic,2,2
1597,1,Non-Hispanic,2,2
1598,2,Hispanic,4,5
1599,2,Hispanic,4,4
1600,2,Hispanic,1,4
1601,2,Hispanic,6,2
1602,2,Hispanic,6,1
1603,2,Hispanic,1,3
1604,2,Non-Hispanic,3,3
1605,2,Non-Hispanic,3,3
1606,2,Hispanic,1,4
1607,1,Hispanic,2,1
1608,2,Non-Hispanic,4,5
1609,1,Non-Hispanic,4,1
1610,2,Non-Hispanic,3,4
1611,2,Non-Hispanic,3,2
1612,2,Non-Hispanic,1,3
1613,1,Non-Hispanic,3,1
1614,2,Non-Hispanic,1,2
1615,1,Hispanic,2,.b
1616,2,Non-Hispanic,3,4
1617,1,Non-Hispanic,1,2
1618,1,Non-Hispanic,1,3
1619,1,Non-Hispanic,3,3
1620,1,Non-Hispanic,3,2
1621,1,Non-Hispanic,2,2
1622,2,Non-Hispanic,1,3
1623,1,Non-Hispanic,2,1
1624,2,Non-Hispanic,2,1
1625,1,Hispanic,4,4
1626,1,Hispanic,4,5
1627,1,Non-Hispanic,2,3
1628,1,Non-Hispanic,2,1
1629,2,Non-Hispanic,1,2
1630,2,Non-Hispanic,1,1
1631,1,Non-Hispanic,2,3
1632,1,Non-Hispanic,3,2
1633,2,Non-Hispanic,2,3
1634,2,Non-Hispanic,2,3
1635,1,Non-Hispanic,1,4
1636,1,Non-Hispanic,1,.b
1637,1,Non-Hispanic,2,1
1638,1,Non-Hispanic,1,4
1639,2,Non-Hispanic,2,4
1640,1,Non-Hispanic,2,2
1641,2,Non-Hispanic,2,1
1642,2,Non-Hispanic,2,2
1643,1,Non-Hispanic,1,3
1644,2,Non-Hispanic,3,3
1645,1,Non-Hispanic,1,4
1646,1,Non-Hispanic,3,5
1647,2,Non-Hispanic,3,4
1648,1,Non-Hispanic,1,3
1649,1,Non-Hispanic,2,4
1650,1,Non-Hispanic,2,3
1651,2,Non-Hispanic,3,4
1652,1,Non-Hispanic,1,2
1653,1,Non-Hispanic,4,4
1654,1,Non-Hispanic,1,3
1655,1,Non-Hispanic,1,3
1656,1,Non-Hispanic,1,1
1657,2,Non-Hispanic,4,3
1658,2,Non-Hispanic,1,2
1659,1,Hispanic,2,2
1660,2,Non-Hispanic,1,1
1661,1,Hispanic,1,3
1662,1,Non-Hispanic,2,5
1663,2,Hispanic,1,1
1664,1,Non-Hispanic,1,1
1665,1,Non-Hispanic,2,4
1666,1,Non-Hispanic,1,4
1667,1,Non-Hispanic,2,1
1668,1,Non-Hispanic,1,3
1669,2,Non-Hispanic,1,3
1670,2,Non-Hispanic,6,3
1671,2,Non-Hispanic,6,4
1672,2,Non-Hispanic,6,2
1673,2,Non-Hispanic,2,2
