pubid,gender97,ethnic97,hh18_97,psmoke97
6786,2,Hispanic,5,1
6787,1,Hispanic,5,1
6788,2,Hispanic,4,2
6789,1,Hispanic,4,1
6790,1,Hispanic,2,4
6791,2,Hispanic,2,4
6792,1,Hispanic,1,2
6793,2,Hispanic,3,3
6794,2,Hispanic,1,4
6795,2,Hispanic,1,1
6796,1,Hispanic,3,1
6797,1,Non-Hispanic,1,3
6798,1,Non-Hispanic,1,1
6799,2,Hispanic,4,1
6800,1,Hispanic,4,1
6801,2,Hispanic,2,1
6802,1,Hispanic,1,1
6803,2,Hispanic,5,3
6804,1,Hispanic,5,1
6805,2,Hispanic,4,2
6806,1,Hispanic,3,2
6807,2,Hispanic,3,1
6808,2,Hispanic,3,5
6809,2,Hispanic,4,1
6810,2,Hispanic,2,2
6811,2,Hispanic,2,3
6812,1,Hispanic,4,1
6813,2,Hispanic,4,4
6814,1,Hispanic,3,3
6815,2,Non-Hispanic,2,3
6816,1,Non-Hispanic,2,1
6817,2,Hispanic,5,1
6818,2,Hispanic,3,4
6819,1,Hispanic,3,2
6820,2,Hispanic,4,1
6821,2,Hispanic,5,1
6822,2,Hispanic,5,1
6823,2,Hispanic,4,1
6824,1,Hispanic,3,4
6825,2,Hispanic,3,1
6826,1,Hispanic,3,1
6827,1,Hispanic,2,3
6828,1,Hispanic,2,2
6829,2,Hispanic,2,3
6830,1,Hispanic,4,2
6831,2,Hispanic,4,1
6832,2,Hispanic,3,5
6833,1,Non-Hispanic,2,3
6834,2,Non-Hispanic,2,1
6835,2,Non-Hispanic,2,4
6836,1,Non-Hispanic,1,4
6837,1,Non-Hispanic,2,1
6838,2,Non-Hispanic,1,3
6839,2,Non-Hispanic,4,4
6840,2,Non-Hispanic,4,2
6841,1,Hispanic,4,4
6842,2,Hispanic,4,1
6843,1,Non-Hispanic,5,4
6844,1,Non-Hispanic,5,5
6845,1,Hispanic,2,2
6846,1,Non-Hispanic,2,1
6847,1,Non-Hispanic,2,2
6848,1,Hispanic,2,3
6849,2,Hispanic,3,3
6850,1,Hispanic,1,2
6851,2,Hispanic,3,2
6852,2,Hispanic,3,2
6853,1,Hispanic,2,1
6854,1,Hispanic,3,2
6855,2,Hispanic,1,2
6856,1,Hispanic,1,.b
6857,2,Hispanic,3,3
6858,2,Hispanic,3,2
6859,1,Hispanic,2,1
6860,1,Hispanic,2,2
6861,1,Hispanic,3,2
6862,1,Hispanic,2,4
6863,1,Non-Hispanic,3,5
6864,2,Non-Hispanic,3,4
6865,1,Non-Hispanic,1,1
6866,2,Non-Hispanic,2,3
6867,1,Non-Hispanic,2,1
6868,2,Non-Hispanic,3,3
6869,2,Non-Hispanic,3,2
6870,1,Non-Hispanic,3,2
6871,1,Non-Hispanic,3,2
6872,1,Non-Hispanic,4,4
6873,1,Non-Hispanic,4,1
6874,2,Non-Hispanic,4,4
6875,1,Non-Hispanic,4,2
6876,1,Non-Hispanic,2,3
6877,1,Non-Hispanic,1,4
6878,1,Non-Hispanic,2,4
6879,1,Non-Hispanic,3,4
6880,2,Non-Hispanic,3,5
6881,2,Non-Hispanic,7,1
6882,2,Non-Hispanic,7,1
6883,2,Non-Hispanic,7,1
6884,2,Non-Hispanic,4,3
6885,2,Non-Hispanic,4,4
6886,1,Non-Hispanic,4,1
6887,1,Non-Hispanic,4,1
6888,1,Non-Hispanic,3,4
6889,2,Non-Hispanic,3,1
6890,2,Non-Hispanic,3,2
6891,2,Non-Hispanic,1,1
6892,1,Non-Hispanic,2,1
6893,2,Non-Hispanic,3,4
6894,1,Non-Hispanic,3,1
6895,2,Non-Hispanic,6,4
6896,2,Non-Hispanic,6,5
6897,2,Non-Hispanic,7,1
6898,2,Non-Hispanic,7,1
6899,1,Non-Hispanic,1,3
6900,2,Non-Hispanic,1,3
6901,1,Non-Hispanic,3,3
6902,2,Non-Hispanic,1,2
6903,2,Non-Hispanic,1,5
6904,1,Non-Hispanic,2,3
6905,2,Non-Hispanic,2,1
6906,2,Non-Hispanic,2,3
6907,1,Hispanic,1,3
6908,2,Hispanic,4,1
6909,2,Non-Hispanic,2,3
6910,1,Hispanic,1,3
6911,1,Hispanic,2,1
6912,1,Hispanic,2,1
6913,2,Hispanic,2,2
6914,2,Hispanic,5,4
6915,1,Hispanic,5,2
6916,2,Hispanic,3,1
6917,2,Non-Hispanic,1,1
6918,1,Non-Hispanic,3,5
6919,2,Non-Hispanic,3,3
6920,2,Non-Hispanic,3,4
6921,2,Non-Hispanic,2,3
6922,1,Non-Hispanic,2,5
6923,2,Non-Hispanic,1,1
6924,2,Non-Hispanic,1,1
6925,2,Hispanic,4,1
6926,1,Hispanic,4,1
6927,1,Hispanic,2,.b
6928,1,Non-Hispanic,2,4
6929,1,Non-Hispanic,2,1
6930,2,Hispanic,4,2
6931,2,Hispanic,4,1
6932,1,Hispanic,1,4
6933,2,Hispanic,3,4
6934,1,Hispanic,4,4
6935,2,Hispanic,4,1
6936,2,Hispanic,3,2
6937,2,Hispanic,2,1
6938,2,Hispanic,3,1
6939,1,Hispanic,3,4
6940,1,Hispanic,3,2
6941,1,Hispanic,2,.b
6942,1,Hispanic,3,4
6943,1,Hispanic,3,4
6944,2,Hispanic,3,4
6945,2,Hispanic,2,2
6946,2,Non-Hispanic,1,5
6947,2,Non-Hispanic,4,4
6948,2,Non-Hispanic,4,1
6949,2,Non-Hispanic,4,3
6950,1,Non-Hispanic,2,3
6951,2,Non-Hispanic,3,2
6952,2,Non-Hispanic,3,3
6953,2,Non-Hispanic,1,1
6954,1,Non-Hispanic,4,4
6956,2,Non-Hispanic,1,1
6957,1,Non-Hispanic,2,4
6958,1,Non-Hispanic,4,5
6959,1,Non-Hispanic,4,4
6960,1,Non-Hispanic,3,2
6961,1,Non-Hispanic,3,1
6962,2,Non-Hispanic,2,3
6963,1,Non-Hispanic,3,1
6964,2,Non-Hispanic,1,2
6965,2,Non-Hispanic,7,1
6966,1,Non-Hispanic,2,2
6967,2,Non-Hispanic,1,2
6968,1,Non-Hispanic,1,2
6969,1,Non-Hispanic,2,3
6970,1,Non-Hispanic,2,2
6971,2,Hispanic,1,2
6972,2,Hispanic,1,1
6973,1,Non-Hispanic,3,2
6974,1,Non-Hispanic,5,1
6975,1,Non-Hispanic,5,1
6976,2,Hispanic,3,5
6977,1,Hispanic,3,4
6978,2,Hispanic,3,.b
6979,1,Non-Hispanic,1,2
6980,2,Hispanic,1,4
6981,2,Hispanic,2,1
6982,1,Hispanic,3,1
6983,1,Hispanic,4,5
6984,1,Hispanic,4,2
6985,2,Hispanic,4,2
6986,2,Hispanic,1,1
6987,2,Non-Hispanic,5,4
6988,1,Hispanic,3,4
6989,2,Non-Hispanic,7,3
6990,1,Non-Hispanic,7,1
6991,2,Non-Hispanic,7,1
6992,1,Non-Hispanic,1,3
6993,1,Hispanic,3,3
6994,1,Hispanic,3,4
6995,1,Hispanic,2,2
6996,2,Hispanic,4,4
6997,1,Hispanic,4,5
6998,2,Hispanic,4,1
6999,1,Hispanic,2,3
7000,2,Hispanic,1,2
7001,1,Hispanic,1,1
7002,1,Non-Hispanic,1,4
7003,2,Non-Hispanic,2,1
7004,2,Non-Hispanic,1,3
7005,1,Non-Hispanic,3,2
7006,2,Non-Hispanic,2,4
7007,2,Non-Hispanic,2,1
7008,1,Hispanic,4,1
7009,1,Hispanic,2,2
7010,2,Hispanic,2,3
7011,2,Hispanic,2,3
7012,2,Hispanic,1,3
7013,2,Non-Hispanic,2,5
7014,2,Non-Hispanic,2,2
7015,1,Non-Hispanic,2,3
7016,1,Hispanic,2,3
7017,2,Non-Hispanic,1,4
7018,2,Hispanic,1,4
7019,1,Hispanic,1,4
7020,1,Non-Hispanic,2,1
7021,2,Non-Hispanic,2,4
7022,1,Non-Hispanic,2,4
7023,1,Hispanic,2,3
7024,2,Non-Hispanic,2,4
7025,1,Non-Hispanic,2,4
7026,2,Non-Hispanic,3,2
7027,1,Hispanic,1,3
7028,1,Hispanic,2,1
7029,1,Non-Hispanic,4,5
7030,1,Non-Hispanic,4,5
7031,1,Non-Hispanic,4,1
7032,2,Hispanic,3,2
7033,1,Hispanic,3,2
7034,2,Non-Hispanic,2,3
7035,2,Non-Hispanic,2,4
7036,2,Non-Hispanic,2,3
7037,2,Non-Hispanic,2,3
7038,2,Non-Hispanic,2,1
7039,1,Non-Hispanic,3,2
7040,1,Non-Hispanic,1,2
7041,2,Non-Hispanic,1,3
7042,2,Non-Hispanic,2,4
7043,1,Non-Hispanic,1,2
7044,1,Non-Hispanic,1,5
7045,1,Non-Hispanic,2,5
7046,1,Non-Hispanic,2,3
7047,1,Non-Hispanic,2,4
7048,2,Non-Hispanic,5,4
7049,1,Non-Hispanic,5,4
7050,2,Non-Hispanic,1,4
7051,1,Non-Hispanic,3,2
7052,1,Non-Hispanic,3,3
7053,2,Non-Hispanic,2,2
7054,2,Non-Hispanic,1,3
7055,1,Hispanic,3,5
7056,1,Hispanic,3,1
7057,2,Non-Hispanic,2,5
7058,2,Hispanic,4,4
7059,2,Non-Hispanic,1,1
7060,2,Hispanic,1,.b
7061,1,Hispanic,2,3
7062,1,Non-Hispanic,2,2
7063,2,Non-Hispanic,2,1
7064,2,Hispanic,1,4
7065,1,Non-Hispanic,1,.b
7066,2,Non-Hispanic,4,.b
7067,1,Non-Hispanic,2,5
7068,1,Non-Hispanic,2,4
7069,2,Hispanic,4,3
7070,2,Non-Hispanic,4,2
7071,1,Non-Hispanic,1,2
7072,2,Hispanic,3,2
7073,2,Hispanic,3,2
7074,1,Hispanic,3,2
7075,2,Hispanic,2,1
7076,1,Hispanic,4,3
7077,1,Hispanic,4,2
7078,1,Hispanic,3,1
7079,2,Hispanic,2,3
7080,1,Hispanic,5,3
7081,2,Hispanic,5,2
7082,2,Hispanic,3,2
7083,2,Hispanic,3,3
7084,2,Hispanic,1,1
7085,1,Hispanic,3,4
7086,2,Hispanic,2,2
7087,1,Hispanic,1,1
7088,2,Hispanic,2,1
7089,2,Non-Hispanic,5,3
7090,2,Non-Hispanic,5,3
7091,2,Non-Hispanic,5,2
7092,1,Non-Hispanic,1,1
7093,1,Non-Hispanic,1,2
7094,2,Non-Hispanic,2,3
7095,1,Non-Hispanic,2,2
7096,2,Non-Hispanic,1,1
7097,1,Non-Hispanic,3,1
7098,2,Non-Hispanic,3,3
7099,2,Non-Hispanic,1,2
7100,1,Non-Hispanic,2,4
7101,1,Non-Hispanic,1,4
7102,1,Hispanic,1,1
7103,1,Hispanic,1,5
7104,1,Non-Hispanic,2,3
7105,2,Non-Hispanic,2,3
7106,2,Non-Hispanic,3,3
7107,2,Non-Hispanic,3,5
7108,1,Non-Hispanic,1,1
7109,1,Non-Hispanic,1,3
7110,2,Non-Hispanic,3,5
7111,2,Non-Hispanic,5,2
7112,2,Non-Hispanic,5,1
7113,1,Non-Hispanic,3,1
7114,1,Non-Hispanic,1,1
7115,1,Non-Hispanic,2,3
7116,1,Non-Hispanic,3,1
7117,2,Non-Hispanic,2,1
7118,2,Non-Hispanic,1,1
7119,1,Non-Hispanic,3,2
7120,2,Non-Hispanic,1,5
7121,2,Non-Hispanic,3,3
7122,2,Non-Hispanic,3,2
7123,2,Hispanic,3,1
7124,2,Non-Hispanic,1,3
7125,2,Non-Hispanic,3,4
7126,1,Non-Hispanic,3,2
7127,1,Non-Hispanic,2,4
7128,1,Non-Hispanic,2,1
7129,1,Hispanic,2,2
7130,1,Hispanic,2,3
7131,1,Hispanic,1,3
7132,2,Hispanic,1,2
7133,2,Hispanic,2,2
7134,1,Hispanic,2,3
7135,1,Hispanic,2,3
7136,2,Hispanic,4,3
7137,2,Hispanic,4,4
7138,1,Hispanic,3,4
7139,2,Hispanic,3,4
7140,2,Hispanic,3,3
7141,1,Hispanic,3,3
7142,2,Hispanic,3,1
7143,1,Hispanic,4,3
7144,2,Hispanic,4,2
7145,2,Hispanic,3,3
7146,1,Hispanic,3,4
7147,2,Hispanic,1,2
7148,2,Hispanic,2,3
7149,1,Hispanic,2,3
7150,1,Hispanic,2,2
7151,2,Hispanic,2,2
7152,2,Hispanic,2,3
7153,1,Hispanic,2,3
7154,2,Hispanic,2,5
7155,1,Hispanic,1,2
7156,1,Non-Hispanic,2,5
7157,1,Non-Hispanic,2,2
7158,2,Hispanic,1,2
7159,1,Hispanic,5,2
7160,1,Hispanic,2,3
7161,2,Hispanic,2,2
7162,2,Hispanic,2,4
7163,1,Hispanic,2,1
7164,2,Hispanic,3,1
7165,1,Hispanic,2,2
7166,2,Hispanic,2,1
7167,1,Hispanic,2,5
7168,1,Hispanic,2,3
7169,2,Hispanic,2,3
7170,1,Hispanic,3,3
7171,1,Hispanic,3,3
7172,2,Hispanic,1,1
7173,2,Hispanic,3,2
7174,1,Hispanic,3,1
7175,2,Non-Hispanic,2,3
7176,2,Non-Hispanic,2,1
7177,2,Hispanic,1,2
7178,2,Hispanic,4,1
7179,1,Hispanic,2,3
7180,2,Non-Hispanic,2,3
7181,1,Non-Hispanic,2,2
7182,2,Non-Hispanic,1,2
7183,2,Non-Hispanic,1,3
7184,1,Non-Hispanic,3,1
7185,2,Hispanic,2,1
7186,1,Non-Hispanic,1,4
7187,2,Hispanic,1,3
7188,2,Non-Hispanic,2,4
7189,2,Hispanic,3,1
7190,1,Hispanic,2,4
7191,1,Hispanic,2,3
7192,2,Hispanic,2,4
7193,1,Hispanic,1,3
7194,2,Hispanic,3,2
7195,1,Hispanic,3,1
7196,1,Hispanic,5,4
7197,1,Hispanic,5,3
7198,2,Hispanic,5,3
7199,2,Hispanic,5,2
7200,2,Hispanic,1,1
7201,1,Hispanic,2,4
7202,1,Hispanic,3,2
7203,1,Hispanic,3,.b
7204,2,Hispanic,2,4
7205,1,Hispanic,2,1
7206,1,Hispanic,2,3
7207,1,Hispanic,3,5
7208,2,Hispanic,1,2
7209,1,Hispanic,2,.b
7210,1,Hispanic,3,4
7211,2,Hispanic,3,3
7212,1,Hispanic,3,4
7213,2,Hispanic,3,4
7214,1,Hispanic,3,1
7215,2,Non-Hispanic,2,3
7216,1,Non-Hispanic,1,1
7217,2,Non-Hispanic,2,3
7218,2,Non-Hispanic,4,1
7219,1,Non-Hispanic,4,3
7220,1,Hispanic,2,1
7221,1,Non-Hispanic,1,2
7222,1,Hispanic,3,3
7223,1,Hispanic,3,2
7224,1,Non-Hispanic,2,2
7225,1,Hispanic,3,2
7226,2,Hispanic,3,4
7227,1,Hispanic,3,5
7228,1,Hispanic,3,5
7229,1,Hispanic,3,1
7230,2,Non-Hispanic,8,3
7231,1,Non-Hispanic,8,2
7232,2,Non-Hispanic,8,1
7233,1,Non-Hispanic,8,1
7234,1,Non-Hispanic,8,3
7235,2,Non-Hispanic,3,3
7236,2,Non-Hispanic,2,2
7237,2,Hispanic,3,3
7238,1,Hispanic,1,4
7239,1,Hispanic,1,2
7240,2,Hispanic,3,4
7241,2,Hispanic,3,2
7242,1,Hispanic,1,1
7243,2,Hispanic,5,1
7244,2,Hispanic,5,2
7245,1,Non-Hispanic,5,4
7246,1,Non-Hispanic,5,3
7247,1,Non-Hispanic,5,1
7248,1,Non-Hispanic,5,2
7249,1,Non-Hispanic,5,3
7250,1,Non-Hispanic,5,5
7251,1,Non-Hispanic,5,4
7252,1,Non-Hispanic,1,2
7253,1,Non-Hispanic,1,1
7254,1,Hispanic,4,2
7255,1,Hispanic,4,4
7256,1,Non-Hispanic,3,4
7257,1,Non-Hispanic,2,2
7258,2,Non-Hispanic,2,4
7259,1,Non-Hispanic,1,4
7260,1,Hispanic,3,3
7261,1,Hispanic,3,3
7262,2,Hispanic,3,4
7263,2,Non-Hispanic,5,1
7264,2,Non-Hispanic,5,1
7265,1,Non-Hispanic,5,1
7266,1,Non-Hispanic,3,1
7267,1,Non-Hispanic,3,1
7268,2,Non-Hispanic,3,4
7269,2,Non-Hispanic,3,4
7270,2,Non-Hispanic,3,3
7271,1,Non-Hispanic,1,1
7272,1,Non-Hispanic,2,4
7273,2,Non-Hispanic,2,4
7274,1,Non-Hispanic,3,2
7275,2,Non-Hispanic,2,2
7276,1,Non-Hispanic,4,2
7277,1,Non-Hispanic,4,5
7278,1,Non-Hispanic,3,2
7279,2,Non-Hispanic,3,4
7280,1,Non-Hispanic,2,.b
7281,2,Non-Hispanic,2,1
7282,1,Non-Hispanic,1,5
7283,1,Non-Hispanic,2,1
7284,2,Hispanic,2,1
7285,1,Non-Hispanic,2,2
7286,2,Non-Hispanic,1,3
7287,1,Non-Hispanic,2,1
7288,1,Non-Hispanic,2,1
7289,1,Non-Hispanic,2,2
7290,1,Non-Hispanic,4,5
7291,2,Non-Hispanic,1,4
7292,1,Non-Hispanic,1,3
7293,2,Non-Hispanic,2,1
7294,2,Non-Hispanic,2,1
7295,2,Non-Hispanic,1,3
7296,2,Non-Hispanic,1,2
7297,1,Non-Hispanic,3,5
7298,1,Non-Hispanic,2,1
7299,1,Non-Hispanic,2,1
7300,1,Non-Hispanic,3,3
7301,2,Non-Hispanic,1,3
7302,2,Non-Hispanic,3,1
7303,2,Non-Hispanic,2,1
7304,2,Non-Hispanic,2,1
7305,2,Non-Hispanic,2,1
7306,2,Non-Hispanic,1,4
7307,1,Non-Hispanic,2,5
7308,1,Non-Hispanic,1,4
7309,1,Non-Hispanic,1,3
7310,1,Non-Hispanic,1,5
7311,1,Non-Hispanic,2,2
7312,1,Non-Hispanic,2,2
7313,2,Non-Hispanic,3,4
7314,1,Non-Hispanic,3,1
7315,1,Non-Hispanic,3,1
7316,1,Non-Hispanic,4,2
7317,2,Non-Hispanic,4,2
7318,2,Non-Hispanic,4,3
7319,2,Non-Hispanic,5,1
7320,1,Non-Hispanic,5,1
7321,2,Non-Hispanic,3,1
7322,1,Non-Hispanic,2,3
7323,1,Non-Hispanic,1,4
7324,2,Non-Hispanic,1,3
7325,1,Non-Hispanic,4,5
7326,1,Non-Hispanic,4,5
7327,2,Non-Hispanic,4,3
7328,2,Non-Hispanic,5,3
7329,2,Non-Hispanic,5,1
7330,2,Non-Hispanic,1,3
7331,1,Non-Hispanic,5,1
7332,1,Non-Hispanic,1,3
7333,2,Non-Hispanic,1,1
7334,1,Non-Hispanic,3,3
7335,1,Non-Hispanic,3,3
7336,1,Non-Hispanic,3,1
7337,1,Non-Hispanic,1,1
7338,1,Non-Hispanic,2,5
7339,1,Hispanic,1,4
7340,2,Hispanic,2,2
7341,2,Hispanic,2,3
7342,1,Non-Hispanic,4,2
7343,1,Hispanic,2,4
7344,2,Hispanic,2,2
7345,1,Non-Hispanic,2,3
7346,1,Hispanic,3,3
7347,1,Hispanic,3,2
7348,2,Hispanic,2,2
7349,1,Hispanic,3,1
7350,1,Hispanic,3,3
7351,2,Hispanic,3,1
7352,1,Non-Hispanic,1,.b
7353,1,Hispanic,4,3
7354,1,Hispanic,2,2
7355,1,Hispanic,2,2
7356,1,Hispanic,4,3
7357,2,Hispanic,5,3
7358,1,Hispanic,5,1
7359,2,Hispanic,5,1
7360,1,Hispanic,2,3
7361,1,Hispanic,2,3
7362,1,Hispanic,1,3
7363,1,Hispanic,2,4
7364,1,Hispanic,1,3
7365,2,Non-Hispanic,4,4
7366,2,Non-Hispanic,4,1
7367,2,Non-Hispanic,4,2
7368,2,Non-Hispanic,2,1
7369,1,Non-Hispanic,5,3
7370,2,Non-Hispanic,5,5
7371,2,Non-Hispanic,5,2
7372,1,Non-Hispanic,1,4
7373,2,Non-Hispanic,2,1
7374,2,Non-Hispanic,2,5
7375,1,Non-Hispanic,1,2
7376,1,Non-Hispanic,5,5
7377,1,Non-Hispanic,5,3
7378,2,Non-Hispanic,5,2
7379,2,Non-Hispanic,3,3
7380,2,Non-Hispanic,3,3
7381,2,Non-Hispanic,1,4
7382,2,Non-Hispanic,3,4
7383,1,Non-Hispanic,3,2
7384,2,Non-Hispanic,3,2
7385,2,Non-Hispanic,1,3
7386,1,Non-Hispanic,1,5
7387,1,Non-Hispanic,2,1
7388,2,Non-Hispanic,2,2
7389,1,Non-Hispanic,1,2
7390,2,Non-Hispanic,3,2
7391,2,Non-Hispanic,4,2
7392,2,Non-Hispanic,2,5
7393,1,Non-Hispanic,2,3
7394,1,Non-Hispanic,2,1
7395,2,Non-Hispanic,1,1
7396,1,Non-Hispanic,4,3
7397,1,Non-Hispanic,4,3
7398,1,Non-Hispanic,4,3
7399,2,Non-Hispanic,4,4
7400,2,Non-Hispanic,4,5
7401,2,Non-Hispanic,1,3
7402,1,Non-Hispanic,2,4
7403,1,Non-Hispanic,2,1
7404,2,Non-Hispanic,4,1
7405,1,Non-Hispanic,4,4
7406,2,Non-Hispanic,4,4
7407,2,Non-Hispanic,4,1
7408,2,Hispanic,5,1
7409,2,Non-Hispanic,3,2
7410,2,Non-Hispanic,3,4
7411,2,Non-Hispanic,3,5
7412,1,Non-Hispanic,2,3
7413,1,Hispanic,1,3
7414,2,Hispanic,3,3
7415,1,Hispanic,3,3
7416,1,Hispanic,1,4
7417,1,Hispanic,1,2
7418,1,Non-Hispanic,3,1
7419,2,Non-Hispanic,1,1
7420,2,Non-Hispanic,2,1
7421,1,Non-Hispanic,2,1
7422,2,Hispanic,1,3
7423,1,Hispanic,6,5
7424,1,Hispanic,1,3
7425,1,Hispanic,4,2
7426,1,Hispanic,2,3
7427,1,Hispanic,1,1
7428,1,Hispanic,2,3
7429,2,Hispanic,2,1
7430,1,Hispanic,3,3
7431,1,Hispanic,2,3
7432,2,Hispanic,2,3
7433,1,Hispanic,2,1
7434,2,Hispanic,3,3
7435,1,Hispanic,3,1
7436,1,Hispanic,3,5
7437,2,Hispanic,3,1
7438,2,Hispanic,5,4
7439,1,Hispanic,5,5
7440,2,Hispanic,4,3
7441,1,Hispanic,4,2
7442,1,Hispanic,4,3
7443,2,Hispanic,4,3
7444,2,Hispanic,4,2
7445,2,Hispanic,4,1
7446,2,Hispanic,4,1
7447,1,Hispanic,1,1
7448,1,Non-Hispanic,2,4
7449,1,Non-Hispanic,2,1
7451,1,Hispanic,3,2
7452,2,Hispanic,3,1
7453,1,Hispanic,1,1
7454,2,Hispanic,4,4
7455,1,Hispanic,4,3
7456,2,Hispanic,2,4
7457,1,Hispanic,2,2
7458,1,Hispanic,2,2
7459,1,Hispanic,3,5
7460,2,Hispanic,2,5
7461,1,Hispanic,3,3
7462,1,Hispanic,3,3
7463,1,Hispanic,4,2
7464,1,Hispanic,3,3
7465,1,Hispanic,3,1
7466,1,Hispanic,6,4
7467,2,Hispanic,6,2
7468,2,Hispanic,6,2
7469,2,Hispanic,4,2
7470,2,Hispanic,2,2
7471,1,Hispanic,3,5
7472,1,Hispanic,3,1
7473,1,Hispanic,5,1
7474,1,Hispanic,3,2
7475,1,Hispanic,1,1
7476,1,Hispanic,4,3
7477,2,Hispanic,4,1
7478,2,Hispanic,4,5
7479,2,Hispanic,4,2
7480,2,Hispanic,4,3
7481,1,Hispanic,1,2
7482,2,Hispanic,6,4
7483,1,Hispanic,4,1
7484,1,Hispanic,4,1
7485,1,Hispanic,1,5
7486,2,Hispanic,3,4
7487,2,Hispanic,3,1
7488,1,Hispanic,6,1
7489,2,Hispanic,6,2
7490,1,Hispanic,6,1
7491,2,Hispanic,3,3
7492,2,Hispanic,1,2
7493,2,Hispanic,4,2
7494,2,Hispanic,4,2
7495,2,Hispanic,3,4
7496,2,Hispanic,3,4
7497,1,Hispanic,3,2
7498,1,Hispanic,5,1
7499,2,Hispanic,5,3
7500,1,Hispanic,4,3
7501,2,Hispanic,4,5
7502,1,Hispanic,5,1
7503,1,Hispanic,2,1
7504,2,Hispanic,2,1
7505,1,Hispanic,3,2
7506,1,Hispanic,3,1
7507,1,Hispanic,3,2
7508,2,Hispanic,3,3
7509,2,Hispanic,3,1
7510,1,Hispanic,5,2
7511,2,Hispanic,3,1
7512,2,Hispanic,4,4
7513,2,Hispanic,4,2
7514,2,Hispanic,3,3
7515,1,Hispanic,3,1
7516,1,Hispanic,2,3
7517,2,Hispanic,2,1
7518,1,Hispanic,1,3
7519,2,Hispanic,3,2
7520,2,Hispanic,3,2
7521,2,Hispanic,3,2
7522,1,Hispanic,4,1
7523,1,Hispanic,5,1
7524,1,Hispanic,5,1
7525,2,Hispanic,6,5
7526,1,Hispanic,6,5
7527,2,Hispanic,6,1
7528,2,Hispanic,2,1
7529,1,Hispanic,2,1
7530,2,Hispanic,3,3
7531,2,Hispanic,3,3
7532,1,Hispanic,3,1
7533,2,Hispanic,5,2
7534,2,Hispanic,5,1
7535,2,Hispanic,2,3
7536,2,Hispanic,1,4
7537,1,Hispanic,1,3
7538,1,Hispanic,4,3
7539,2,Hispanic,4,4
7540,1,Hispanic,3,2
7541,2,Hispanic,3,1
7542,1,Hispanic,3,3
7543,2,Hispanic,1,2
7544,1,Hispanic,5,3
7545,2,Hispanic,4,4
7546,2,Hispanic,2,3
7547,1,Hispanic,2,1
7548,1,Non-Hispanic,1,2
7549,1,Hispanic,6,5
7550,1,Hispanic,6,4
7551,2,Hispanic,6,1
7552,1,Non-Hispanic,2,1
7553,1,Non-Hispanic,2,3
7554,1,Hispanic,3,1
7555,2,Hispanic,3,3
7556,2,Hispanic,2,1
7557,2,Hispanic,3,1
7558,1,Hispanic,3,1
7559,2,Hispanic,3,1
7560,1,Hispanic,2,2
7561,1,Hispanic,2,2
7562,1,Hispanic,2,1
7563,2,Hispanic,2,1
7564,1,Hispanic,2,3
7565,1,Hispanic,2,1
7566,1,Hispanic,3,5
7567,1,Hispanic,3,1
7568,1,Hispanic,3,3
7569,1,Non-Hispanic,1,2
7570,1,Hispanic,1,2
7571,2,Hispanic,2,2
7572,1,Hispanic,2,1
7573,1,Hispanic,2,1
7574,2,Hispanic,1,2
7575,2,Hispanic,1,1
7576,2,Hispanic,5,3
7577,2,Hispanic,4,2
7578,1,Hispanic,5,1
7579,2,Hispanic,5,4
7580,2,Hispanic,1,4
7581,1,Hispanic,3,1
7582,2,Hispanic,1,3
7583,1,Hispanic,2,3
7584,2,Hispanic,1,1
7585,1,Hispanic,2,3
7586,2,Hispanic,2,1
7587,2,Hispanic,2,1
7588,2,Hispanic,2,4
7589,1,Hispanic,2,1
7590,2,Hispanic,3,3
7591,2,Hispanic,3,2
7592,2,Hispanic,3,2
7593,2,Hispanic,2,3
7594,1,Hispanic,2,2
7595,1,Hispanic,2,2
7596,1,Hispanic,2,3
7597,1,Hispanic,2,2
7598,2,Hispanic,3,2
7599,1,Hispanic,3,1
7600,1,Hispanic,1,3
7601,2,Hispanic,1,2
7602,1,Hispanic,4,3
7603,2,Hispanic,1,2
7604,1,Hispanic,4,3
7605,2,Hispanic,4,4
7606,2,Hispanic,2,3
7607,1,Hispanic,2,3
7608,2,Hispanic,2,3
7609,2,Hispanic,2,1
7610,2,Hispanic,2,3
7611,2,Hispanic,1,1
7612,2,Hispanic,1,2
7613,2,Non-Hispanic,1,4
7614,2,Non-Hispanic,3,4
7615,1,Non-Hispanic,2,4
7616,2,Non-Hispanic,1,4
7617,2,Hispanic,5,5
7618,2,Non-Hispanic,3,.b
7619,2,Non-Hispanic,1,4
7620,1,Non-Hispanic,2,1
7621,1,Hispanic,2,2
7622,2,Non-Hispanic,1,1
7623,2,Non-Hispanic,1,1
7624,1,Non-Hispanic,1,.b
7625,2,Non-Hispanic,1,1
7626,2,Non-Hispanic,4,4
7627,1,Non-Hispanic,4,3
7628,2,Non-Hispanic,4,2
7629,1,Non-Hispanic,2,3
7630,1,Non-Hispanic,2,3
7631,1,Non-Hispanic,1,1
7632,2,Non-Hispanic,3,4
7633,2,Non-Hispanic,1,3
7634,2,Hispanic,7,4
7635,2,Non-Hispanic,4,3
7636,2,Non-Hispanic,4,3
7637,2,Non-Hispanic,4,3
7638,1,Non-Hispanic,1,4
7639,2,Non-Hispanic,3,3
