iv,ec,caseid,south,dem,te,cut_hi,_st,_d,_t,_t0
.62,.057045002,602,0,1,46,0,1,0,46,26
.5,.060984001,2611,1,0,65,0,1,0,65,53
.60000002,.017217999,3405,0,0,26,0,1,0,26,0
.63,.030696999,3201,0,1,65,0,1,0,65,53
.63999999,.0049089999,1422,0,1,53,0,1,0,53,26
.63999999,.004226,1422,0,1,64,0,1,0,64,53
.60000002,.012202,3314,0,0,53,0,1,0,53,26
.62,.051353,1403,0,1,26,0,1,0,26,0
.56,.20092499,3330,0,1,78,0,1,0,78,65
.62,.051052,1403,0,1,53,0,1,0,53,26
.57999998,.149195,2106,0,1,53,0,1,0,53,26
.63,.024331,1203,0,1,26,0,1,0,26,0
.54000002,.155853,2102,0,0,65,0,1,0,65,53
.56999999,.080689996,3715,0,0,57,0,1,0,57,53
.54000002,.15456399,2102,0,0,53,0,1,0,53,26
.58999997,.0298,538,0,0,53,0,1,0,53,26
.63,.018362001,3201,0,1,26,0,1,0,26,0
.60000002,.0036820001,1201,0,0,26,0,1,0,26,0
.5,.047228001,2611,1,0,53,0,1,0,53,26
.63,.016421,1302,0,1,26,0,1,0,26,0
.5,.045340002,904,1,0,26,0,1,0,26,0
.54000002,.033744,4405,1,1,53,0,1,0,53,26
.60000002,0,3314,0,0,26,0,1,0,26,0
.54000002,.031870998,4405,1,1,65,0,1,0,65,53
.63,.012006,702,0,1,26,0,1,0,26,0
.56999999,.071699001,3327,0,0,65,0,1,0,65,53
.63,.010465,702,0,1,65,0,1,0,65,53
.60000002,.085228004,1504,0,1,53,0,1,0,53,26
.5,.33456001,3301,0,1,82,0,1,0,82,78
.63,.010172,702,0,1,53,0,1,0,53,26
.56999999,.069968,3327,0,0,71,0,1,0,71,65
.56999999,.069720998,3715,0,0,53,0,1,0,53,5
.50999999,.218991,512,0,0,53,0,1,0,53,26
.63,.0087059997,523,0,1,17,0,1,0,17,0
.61000001,.057714999,1508,0,1,53,0,1,0,53,26
.61000001,.057100002,3006,0,1,26,0,1,0,26,0
.56999999,.066969998,3715,0,0,5,0,1,0,5,0
.52999997,.16549601,3331,0,0,65,0,1,0,65,53
.61000001,.054515999,3323,0,1,53,0,1,0,53,26
.62,.029323,2303,0,1,26,0,1,0,26,0
.58999997,.014187,4301,0,0,26,0,1,0,26,0
.54000002,.021326,4405,1,1,26,0,1,0,26,0
.61000001,.052219,3323,0,1,65,0,1,0,65,53
.62,.023642,602,0,1,26,0,1,0,26,0
.58999997,.0089809997,4301,0,0,49,0,1,0,49,26
.57999998,.032457002,502,0,0,26,0,1,0,26,0
.54000002,.12942,2102,0,0,26,0,1,0,26,0
.54000002,.12860399,1418,0,0,53,0,1,0,53,26
.54000002,.012026,914,1,1,31,0,1,0,31,0
.54000002,.010342,2404,1,1,75,0,1,0,75,65
.52999997,.238637,2112,0,1,44,0,1,0,44,26
.54000002,.0072019999,2404,1,1,26,0,1,0,26,0
.52999997,.14802,3331,0,0,53,0,1,0,53,26
.51999998,.056058001,3904,1,1,65,0,1,0,65,53
.56999999,.046831999,3327,0,0,53,0,1,0,53,26
.57999998,.109944,2106,0,1,26,0,1,0,26,0
.62,.0081789996,501,0,1,31,1,1,1,31,26
.55000001,.092472002,4800,0,0,53,0,1,0,53,26
.62,.0066860002,501,0,1,26,0,1,0,26,0
.61000001,.029736999,1508,0,1,26,0,1,0,26,0
.5,.30076599,3301,0,1,78,0,1,0,78,65
.55000001,.085813001,2502,0,0,20,0,1,0,20,0
.56999999,.035626002,3202,0,0,71,1,1,1,71,65
.5,.003608,2611,1,0,26,0,1,0,26,0
.57999998,.096694998,4602,0,1,70,0,1,0,70,65
.61000001,.021811999,3323,0,1,26,0,1,0,26,0
.56999999,.117486,2103,0,1,53,0,1,0,53,26
.56,.1406,3330,0,1,65,0,1,0,65,53
.54000002,.100508,2207,0,0,53,0,1,0,53,26
.55000001,.074878,4800,0,0,26,0,1,0,26,0
.61000001,.014455,1405,0,1,26,0,1,0,26,0
.61000001,.014002,1405,0,1,57,0,1,0,57,53
.56999999,.023910001,3327,0,0,26,0,1,0,26,0
.61000001,.012849,1405,0,1,53,0,1,0,53,26
.52999997,.0010930001,4214,1,1,9,0,1,0,9,0
.58999997,.056906,530,0,1,13,0,1,0,13,0
.51999998,.024541,2605,1,1,26,0,1,0,26,0
.56999999,.015869001,3202,0,0,26,0,1,0,26,0
.56999999,.011955,3202,0,0,65,0,1,0,65,53
.60000002,.025133001,1510,0,1,65,0,1,0,65,53
.54000002,.084515996,2207,0,0,61,1,1,1,61,53
.54000002,.082245,1418,0,0,64,0,1,0,64,53
.56999999,.0068729999,3202,0,0,53,0,1,0,53,26
.56,.030571001,2902,0,0,53,0,1,0,53,26
.56,.030113,2902,0,0,60,0,1,0,60,53
.54000002,.079489999,1418,0,0,26,0,1,0,26,0
.60000002,.017858,1510,0,1,53,0,1,0,53,26
.52999997,.103014,1421,0,0,1,0,1,0,1,0
.60000002,.017428,1510,0,1,26,0,1,0,26,0
.51999998,.01025,3904,1,1,53,0,1,0,53,26
.51999998,.0094849998,4213,1,1,50,1,1,1,50,26
.50999999,.148544,512,0,0,26,0,1,0,26,0
.54000002,.072985999,2207,0,0,26,0,1,0,26,0
.56,.022593001,3801,0,0,18,0,1,0,18,0
.57999998,.060626,4602,0,1,65,0,1,0,65,53
.51999998,.0039090002,3904,1,1,26,0,1,0,26,0
.51999998,.00098400004,4213,1,1,26,0,1,0,26,0
.56,.015628001,2902,0,0,26,0,1,0,26,0
.58999997,.028915999,544,0,1,14,0,1,0,14,0
.55000001,.037978999,4501,0,0,42,1,1,1,42,26
.56,.102168,3330,0,1,53,0,1,0,53,26
.60000002,.00034999999,1504,0,1,26,0,1,0,26,0
.60000002,.000086,1702,0,1,57,0,1,0,57,53
.60000002,0,1702,0,1,53,0,1,0,53,26
.60000002,0,1702,0,1,26,0,1,0,26,0
.52999997,.08495,2307,0,0,44,0,1,0,44,26
.56,.099109001,1505,0,1,53,0,1,0,53,26
.56999999,.073904999,4302,0,1,53,1,1,1,53,26
.56,.095041998,1505,0,1,61,0,1,0,61,53
.56999999,.062809996,2103,0,1,26,0,1,0,26,0
.55000001,.112273,508,0,1,65,0,1,0,65,53
.52999997,.16189399,2112,0,1,26,0,1,0,26,0
.55000001,.1114,508,0,1,26,0,1,0,26,0
.56999999,.056937002,4302,0,1,26,0,1,0,26,0
.56,.081350997,3708,0,1,15,0,1,0,15,0
.57999998,.028794,4602,0,1,26,0,1,0,26,0
.57999998,.02857,4602,0,1,53,0,1,0,53,26
.5,.22587,3301,0,1,65,0,1,0,65,53
.56,.074643001,3330,0,1,83,0,1,0,83,78
.55000001,.097549997,508,0,1,53,0,1,0,53,26
.56,.072323002,1505,0,1,26,0,1,0,26,0
.54000002,.031821001,1503,0,0,25,0,1,0,25,0
.52999997,.056138001,2307,0,0,26,0,1,0,26,0
.5,.21975499,3320,0,1,53,0,1,0,53,26
.55000001,.0024270001,4501,0,0,26,0,1,0,26,0
.57999998,.013366,1707,0,1,5,1,1,1,5,0
.5,.121893,519,0,0,53,0,1,0,53,26
.54000002,.11135,536,0,1,63,1,1,1,63,53
.55000001,.086057998,508,0,1,75,0,1,0,75,65
.5,.119746,3605,0,0,40,1,1,1,40,26
.52999997,.131143,1502,0,1,5,0,1,0,5,0
.5,.108419,519,0,0,26,0,1,0,26,0
.56,.047015999,3319,0,1,78,0,1,0,78,65
.56,.045699999,3319,0,1,65,0,1,0,65,53
.56,.040187001,3330,0,1,26,0,1,0,26,0
.52999997,.024388,3331,0,0,26,0,1,0,26,0
.56,.020847,3319,0,1,53,0,1,0,53,26
.5,.080477998,3605,0,0,26,0,1,0,26,0
.51999998,.024289001,3501,0,0,2,0,1,0,2,0
.5,.161386,3301,0,1,53,0,1,0,53,26
.56,.0069860001,3319,0,1,26,0,1,0,26,0
.54000002,.056260001,536,0,1,53,0,1,0,53,26
.56,.00077500002,3319,0,1,89,0,1,0,89,78
.50999999,.122412,3003,0,1,71,1,1,1,71,65
.5,.037255,3101,0,0,29,1,1,1,29,26
.5,.119161,2802,0,1,52,0,1,0,52,26
.5,.024214,3101,0,0,26,0,1,0,26,0
.5,.103818,4503,0,1,53,1,1,1,53,26
.54000002,.0035379999,536,0,1,26,0,1,0,26,0
.50999999,.066707999,3003,0,1,65,0,1,0,65,53
.5,.060644999,3320,0,1,26,0,1,0,26,0
.50999999,.020835999,3003,0,1,53,0,1,0,53,26
.5,.040337998,1901,0,1,6,0,1,0,6,0
.50999999,.015244,3003,0,1,26,0,1,0,26,0
.5,.015006,3301,0,1,26,0,1,0,26,0
.5,.01375,4503,0,1,26,0,1,0,26,0
.5,.011779,1404,0,1,5,1,1,1,5,0
.5,.0065179998,2802,0,1,26,0,1,0,26,0
