id,hrs1,wrkslf,age,educ,paeduc,maeduc,sex,polviews,sei,pasei,masei
1315,45,someone else,33,9,12,,female,moderate,50.5,,
1316,30,someone else,32,14,6,12,female,,29.299999,26.700001,29.299999
1317,,someone else,49,12,12,12,male,,,66.099998,
1318,,someone else,59,17,8,8,female,slightly liberal,78.5,50.700001,
1319,,someone else,45,11,12,12,male,moderate,21.200001,39.400002,29.299999
1320,,someone else,57,6,,12,male,,29.200001,29.5,
1321,43,someone else,48,14,12,12,female,conservative,31.5,33.299999,
1322,56,someone else,34,17,12,12,female,liberal,50.700001,63.5,
1323,60,someone else,28,19,20,16,female,liberal,80.300003,85.099998,
1324,45,someone else,23,16,,12,female,,60.599998,,36.900002
1325,80,someone else,25,11,12,12,male,liberal,60.5,50.700001,38.400002
1326,40,someone else,48,14,10,12,male,slightly liberal,32.700001,32,58.299999
1327,,,46,12,8,,female,,,33.299999,38.900002
1328,35,someone else,25,12,,12,female,,38.400002,,37.700001
1329,45,someone else,52,17,10,16,male,slightly liberal,69.199997,63.5,78.5
1330,40,someone else,41,12,12,8,male,,54.200001,,
1331,,someone else,47,10,,13,male,,34.200001,,
1332,,self-employed,41,8,,,female,slghtly conservative,30.799999,28.4,
1333,43,someone else,34,14,,12,female,moderate,50.700001,27.700001,
1334,,someone else,52,8,12,,male,moderate,29.200001,63.5,
1335,,someone else,36,9,,12,male,,29.799999,63.5,39
1336,,someone else,66,11,,7,female,,46.799999,,22.5
1337,,someone else,69,19,19,12,male,liberal,85.099998,38.200001,38
1338,50,someone else,61,12,12,12,male,moderate,50.700001,39.5,
1339,,someone else,68,12,8,10,female,,30.700001,36.400002,
1340,65,someone else,58,16,6,8,male,,78.5,26.5,
1341,,someone else,70,12,11,10,female,,38,63.200001,
1342,49,someone else,58,13,8,,female,slightly liberal,29.299999,45.900002,
1343,,someone else,24,15,,13,female,extremely liberal,29.1,,29.299999
1344,26,self-employed,24,11,12,11,female,extrmly conservative,37.400002,,21.200001
1345,,someone else,48,12,10,10,male,moderate,33.299999,63.5,
1346,,someone else,52,7,,,male,extrmly conservative,38.900002,,
1347,40,someone else,31,8,12,12,female,,22.700001,36.5,36.5
1348,,someone else,19,12,12,16,female,,37.599998,,38.400002
1349,,,19,10,,,female,,,,39.400002
1350,30,someone else,22,11,,15,female,conservative,33.099998,,43.700001
1351,27,someone else,20,9,,11,female,moderate,27.5,,36.5
1352,,someone else,64,8,2,5,male,slightly liberal,28.799999,42.400002,
1353,50,someone else,26,12,,12,male,,60.5,,65.800003
1354,50,someone else,32,12,,12,male,,39,,32.400002
1355,30,self-employed,25,12,12,12,male,conservative,31.299999,31.299999,76.400002
1356,50,self-employed,56,10,5,6,female,moderate,60.599998,48.5,17.6
1357,52,someone else,48,14,16,12,female,,63.5,63.5,38
1358,45,someone else,48,14,8,12,female,conservative,60.5,44.200001,38.900002
1359,55,someone else,64,20,8,12,female,conservative,78.5,64.099998,38
1360,50,someone else,32,20,18,18,male,,73.900002,73.199997,73.199997
1361,60,someone else,28,20,16,16,male,moderate,78.5,73.300003,73.199997
1362,42,someone else,43,20,14,11,female,slightly liberal,73.199997,86.5,
1363,60,self-employed,52,16,10,12,male,slightly liberal,82.699997,62.200001,
1364,,someone else,81,12,8,8,male,,64.099998,26.5,
1365,,self-employed,30,12,14,12,female,moderate,33.099998,43.700001,29.299999
1366,,someone else,61,12,,0,male,,29.799999,28.4,17.1
1367,50,someone else,59,12,3,6,female,,63.5,35.400002,36.700001
1368,47,someone else,40,12,12,8,male,liberal,45.200001,28.6,
1369,,someone else,55,14,6,10,male,conservative,28.4,37.299999,26.4
1370,,someone else,31,15,,12,female,,67,37,33.099998
1371,,someone else,79,12,8,8,male,,63.5,37.299999,
1372,34,someone else,28,10,,,female,,27.5,,
1373,,someone else,72,20,3,13,male,moderate,81.900002,37.299999,
1374,60,someone else,41,14,12,12,male,slghtly conservative,48.900002,48.900002,73.599998
1375,,,25,11,12,8,female,,,51.900002,
1376,,,65,11,,,female,,,37.299999,
1377,25,someone else,65,20,6,13,female,,64.199997,81,
1378,,someone else,36,16,16,14,female,extrmly conservative,84.699997,84.699997,63.5
1379,,,71,18,,,female,,,,
1380,,someone else,76,17,8,8,female,,78.5,50.700001,
1381,,someone else,80,14,12,12,male,moderate,63.5,76.400002,
1382,42,someone else,45,12,11,12,male,,31.5,31.5,25.799999
1383,,someone else,24,16,,14,male,,34.799999,,51.900002
1384,,someone else,49,13,11,6,male,conservative,53.900002,48.5,
1385,40,someone else,51,12,10,12,female,conservative,63.5,49.900002,29
1386,,someone else,44,16,14,12,female,,78.5,63.5,38.400002
1387,45,someone else,26,16,14,16,male,,35.099998,83.699997,38.400002
1388,45,someone else,47,16,14,,female,,80.300003,32.299999,
1389,45,someone else,43,16,10,12,male,conservative,83.699997,,73.800003
1390,,someone else,69,16,3,8,female,moderate,80.300003,31.5,46.799999
1391,,someone else,35,15,16,13,female,,76.400002,63.5,
1392,,someone else,34,14,18,12,female,,74.400002,48.599998,
1393,,,23,11,,,male,,,,29.1
1394,,someone else,33,15,12,12,female,,38,20.1,32.400002
1395,35,someone else,21,10,,11,female,moderate,33.099998,,39.400002
1396,55,someone else,23,16,16,16,female,liberal,64.199997,50.700001,
1397,43,someone else,37,16,12,12,male,,63.200001,49.599998,36.900002
1398,,someone else,42,11,12,12,female,slghtly conservative,63.5,35.400002,33.099998
1399,40,someone else,21,12,,12,male,conservative,29.799999,,81
1400,45,someone else,59,18,12,12,female,,63.5,63.5,27.700001
1401,40,someone else,43,13,,8,male,,32.900002,,
1402,37,self-employed,42,12,12,12,male,moderate,31.299999,48.5,17.1
1403,,someone else,62,9,6,6,female,moderate,29.299999,20.1,20.1
1404,36,someone else,35,12,,12,male,slghtly conservative,30.799999,,27.5
1405,,someone else,42,12,12,12,female,,56.5,,48.5
1406,62,someone else,56,14,12,12,male,conservative,31.5,28.6,
1407,40,someone else,37,14,12,12,female,moderate,59,48.5,73.599998
1408,35,someone else,37,12,,14,female,,31.5,,38.400002
1409,,self-employed,44,12,16,12,female,,63.5,38.200001,17.1
1410,37,someone else,25,14,9,12,male,moderate,35.400002,35.099998,26.700001
1411,40,someone else,26,14,,10,male,,44.700001,,25.799999
1412,50,someone else,25,16,16,12,female,,78.5,,63.5
1413,89,self-employed,30,15,12,13,female,conservative,52.5,63.5,68.800003
1414,65,someone else,28,16,16,9,male,,83.699997,63.5,
1415,45,someone else,21,12,,,female,,63.5,,
1416,48,someone else,24,17,,,female,liberal,34.799999,,33.099998
1417,40,someone else,25,17,14,12,female,,92.300003,,38.900002
1418,50,someone else,24,16,16,15,female,,50.5,50.700001,73.199997
1419,40,someone else,31,16,12,12,female,moderate,54.700001,63.5,36.5
1420,,someone else,82,17,,8,male,,73.300003,,28.4
1421,35,someone else,29,16,18,13,male,,38.900002,81,50.700001
1422,50,someone else,27,16,,12,female,liberal,63.5,,38.900002
1423,45,someone else,25,16,19,19,female,moderate,87.900002,78.5,78.5
1424,52,someone else,24,16,12,12,female,,76.400002,28.6,32.400002
1425,40,someone else,43,13,12,12,female,conservative,64.099998,83.699997,50.700001
1426,,someone else,32,12,,12,male,moderate,32.700001,,29.299999
1427,,someone else,39,12,,12,male,slghtly conservative,28.4,,48.5
1428,60,someone else,28,20,,9,female,,63.5,,23.299999
1429,40,someone else,24,12,12,12,male,,29.200001,24.6,
1430,40,someone else,21,13,14,12,female,,29.299999,,67
1431,40,someone else,45,11,,8,female,conservative,55.099998,,21.200001
1432,,someone else,24,12,14,14,male,liberal,29.200001,38.099998,29.299999
1433,,someone else,56,12,,,male,,25.299999,,
1434,40,someone else,37,11,,,female,,43.599998,,
1435,55,someone else,34,18,16,18,female,,62.5,65.800003,78.5
1436,23,someone else,39,14,,11,female,,29,,22.700001
1437,,,20,12,16,,female,,,64.099998,
1438,,,25,19,16,16,male,moderate,,73.599998,78.5
1439,,self-employed,53,19,19,14,female,liberal,63.5,92.300003,
1440,32,self-employed,41,16,,14,male,,83.699997,,38.400002
1441,20,self-employed,46,20,20,16,male,,92.300003,86.5,
1442,,self-employed,73,19,12,12,male,moderate,64.199997,37.299999,
1443,50,someone else,27,16,20,16,male,slightly liberal,82.699997,87,37.700001
1444,,someone else,75,12,19,12,female,,38.400002,85.099998,
1445,,someone else,71,13,3,3,female,,21.200001,36.700001,22.5
1446,,someone else,73,11,2,4,female,slightly liberal,27.5,31.4,
1447,45,someone else,25,17,11,16,female,slghtly conservative,71.599998,35.099998,78.5
1448,50,someone else,56,11,12,12,female,,29.299999,31.4,29.299999
1449,30,someone else,50,18,16,16,female,,76.300003,38,38.400002
1450,40,someone else,45,13,13,9,female,,48.799999,33.200001,32.400002
1451,,someone else,54,12,9,12,female,conservative,31.4,63.5,73.199997
1452,,someone else,47,16,,12,male,slghtly conservative,50.700001,29.799999,26.4
1453,40,someone else,22,13,12,12,female,,38.400002,37.599998,
1454,30,self-employed,36,12,6,12,female,,63.5,50.700001,50.700001
1455,16,someone else,26,13,,12,female,moderate,29.299999,,48.5
1456,64,someone else,29,12,,14,male,liberal,,,43.700001
1457,,someone else,63,7,,12,male,,38.099998,35.099998,29.299999
1458,30,someone else,39,13,,17,male,,27.5,,45.700001
1459,40,someone else,38,12,12,12,female,slghtly conservative,41.599998,28.6,
1460,34,someone else,32,15,,8,female,moderate,50.700001,,17.1
1461,89,someone else,21,13,,12,male,liberal,,38.299999,38.400002
1462,32,someone else,42,14,9,9,female,,38.900002,,
1463,40,someone else,47,17,3,11,female,,85.099998,34.200001,
1464,,someone else,86,12,,,female,conservative,63.5,,29.200001
1465,42,someone else,33,13,15,13,female,moderate,85.099998,48.5,
1466,,someone else,81,12,12,12,female,,34.599998,64.099998,
1467,40,someone else,60,14,,12,male,,37.299999,37.299999,
1468,40,someone else,47,13,10,12,female,slghtly conservative,38,31.5,30.700001
1469,40,someone else,60,12,11,12,female,,80.300003,25.299999,29.200001
1470,40,someone else,42,16,,11,female,,36.200001,,29.200001
1471,,someone else,72,6,6,12,male,liberal,22.5,52.400002,28.4
1472,15,self-employed,55,14,,0,female,liberal,,,
1473,,someone else,62,12,12,12,female,conservative,50.700001,48.5,
1474,,someone else,70,13,0,,female,,38.400002,26.5,
1475,,someone else,58,9,5,9,male,,31.5,26.5,22.5
1476,20,someone else,32,12,16,12,female,,36.900002,54.200001,34.799999
1477,,someone else,70,12,,8,female,liberal,38.400002,,
1478,,someone else,62,12,12,12,female,moderate,45.400002,32.299999,63.200001
1479,40,someone else,33,12,,,female,slightly liberal,83.699997,,
1480,,someone else,51,14,14,16,male,,,63.200001,69.199997
1481,30,someone else,82,16,12,,male,,28.4,96,
1482,40,someone else,73,14,,,male,,39.400002,,24.799999
1483,70,someone else,42,20,,10,female,slightly liberal,85.099998,,22.5
1484,,self-employed,65,16,12,14,male,,61.900002,63.5,
1485,60,someone else,32,18,14,12,female,,78.5,28.6,63.5
1486,32,someone else,27,13,12,14,female,,31.299999,33.900002,50.700001
1487,,someone else,,,,,female,,,,
1488,,self-employed,61,19,8,12,male,liberal,59.299999,31.299999,25.5
1489,40,someone else,26,,19,14,male,,38.900002,87,37.700001
1490,,someone else,,17,16,16,male,,,85.099998,
1491,40,someone else,35,16,16,12,female,conservative,76.300003,80.300003,35.400002
1492,88,someone else,34,16,7,10,male,liberal,48.599998,36.400002,27.700001
1493,40,someone else,22,14,12,,female,moderate,38,,
1494,30,self-employed,42,15,,14,male,,39.400002,,28.4
1495,40,someone else,51,15,9,12,male,,60.5,36.400002,27.5
1496,32,someone else,79,12,8,8,male,moderate,50.700001,48.5,25.200001
1497,40,someone else,63,10,12,12,male,slightly liberal,27.700001,29.200001,26.700001
1498,40,someone else,,14,17,16,male,,62.200001,,
1499,75,someone else,26,12,,12,male,conservative,58.299999,,37.900002
1500,,,50,15,,10,female,slightly liberal,,,69.699997
1501,,someone else,32,14,,14,female,,74.400002,,68.099998
1502,,,34,,4,12,male,,,26.5,26.5
1503,40,someone else,30,16,16,15,male,,83.699997,58.099998,
1504,28,someone else,26,16,,,male,liberal,63.5,,
1505,40,someone else,57,12,12,12,male,extrmly conservative,28.4,31.5,
1506,40,someone else,48,12,12,12,male,slightly liberal,53.299999,50.700001,33.900002
1507,43,someone else,52,13,12,14,male,moderate,38.099998,31.299999,
1508,55,someone else,25,16,12,12,female,,73.800003,36.5,33.099998
1509,,someone else,82,12,,7,female,,37.299999,,
1510,40,someone else,20,12,12,12,male,moderate,26.4,37,
1511,40,someone else,43,12,,,male,,29.200001,27.700001,29.299999
1512,40,someone else,26,12,12,14,male,,33.299999,,38.400002
1513,40,someone else,41,12,12,,male,slightly liberal,33.299999,52.400002,
1514,55,someone else,35,11,,11,female,moderate,29.4,,
1515,,,25,12,12,10,female,moderate,,28.6,29.299999
1516,,,24,12,,,male,,,,
1517,23,someone else,23,14,14,14,female,moderate,34.799999,48.5,38.400002
1518,40,someone else,32,18,18,18,female,liberal,41.599998,86,78.5
1519,35,someone else,24,13,,,male,,50.700001,,21.200001
1520,65,someone else,63,10,,12,male,moderate,28.4,33.5,
1521,,someone else,37,13,14,10,male,,38.200001,33,25.200001
1522,,someone else,27,12,12,12,male,slghtly conservative,29.299999,63.200001,38.400002
1523,40,someone else,27,12,12,12,female,liberal,68.099998,42.400002,39.400002
1524,,someone else,51,10,,,male,,24.200001,48.5,
1525,50,someone else,42,12,12,12,male,,29.5,36.5,
1526,42,someone else,35,12,,12,male,,,,32.400002
1527,37,someone else,54,19,14,13,female,moderate,78.5,86,38.400002
1528,50,someone else,49,12,12,14,female,,74.400002,35.400002,38.400002
1529,50,self-employed,40,16,18,13,male,,63.5,80.300003,
1530,40,someone else,43,14,16,12,female,slghtly conservative,66.099998,63.5,35.099998
1531,40,someone else,42,18,16,12,female,slghtly conservative,78.5,86.5,
1532,,someone else,62,16,12,16,male,conservative,80,50.700001,
1533,45,someone else,52,18,16,14,female,moderate,64.099998,73.900002,43.700001
1534,40,someone else,42,18,12,13,female,slightly liberal,80.300003,63.5,38
1535,38,someone else,60,13,14,12,male,moderate,36.5,63.5,36.099998
1536,50,someone else,34,14,18,14,male,,72.5,86.5,38.400002
1537,55,someone else,28,16,18,16,female,liberal,50.700001,63.5,
1538,,someone else,65,20,12,12,female,,78.5,65.800003,
1539,,someone else,72,16,12,6,female,slghtly conservative,62.5,66.099998,30.799999
1540,,someone else,34,14,14,12,female,,45.700001,48.5,33.099998
1541,30,someone else,36,17,9,12,male,,80,27.5,29.299999
1542,50,someone else,41,12,7,13,male,conservative,28.6,,35.400002
1543,60,someone else,31,12,,7,female,slightly liberal,29.299999,,
1544,45,someone else,21,11,,18,female,,63.5,,73.199997
1545,37,someone else,57,12,10,12,male,,84.699997,29.200001,
1546,,someone else,72,14,15,12,male,conservative,28.6,28.6,36.099998
1547,5,self-employed,45,12,,12,female,,63.200001,,73.300003
1548,40,someone else,58,13,0,0,male,,63.5,28.6,
1549,80,someone else,34,14,,16,female,,63.5,,73.199997
1550,40,someone else,64,12,,,male,moderate,32.299999,,
1551,,someone else,57,12,8,12,female,,33.099998,35.099998,26.700001
1552,,someone else,42,12,12,14,female,conservative,29.4,26.700001,29.4
1553,40,someone else,55,16,10,10,male,moderate,28.4,37.299999,
1554,,someone else,28,,,,male,,31.4,,29.299999
1555,,someone else,78,12,,,female,moderate,38.900002,37.299999,
1556,50,someone else,26,13,14,13,male,,53.099998,,38.400002
1557,45,someone else,52,11,,,male,,32,,
1558,40,someone else,33,12,9,12,female,,74.400002,30.4,50.700001
1559,,someone else,30,14,12,15,female,moderate,25.200001,,63.5
1560,,someone else,28,12,,,female,extrmly conservative,26.4,,
1561,70,someone else,34,10,,,male,,31.5,,
1562,15,someone else,27,11,,16,female,liberal,17.1,,32.400002
1563,,someone else,42,14,12,10,female,moderate,38.900002,48.900002,21.200001
1564,,someone else,74,14,,7,male,,28.4,,22.5
1565,,someone else,52,14,,12,male,,54.5,,28.4
1566,43,someone else,37,12,9,12,male,moderate,35.099998,26.700001,29.4
1567,40,someone else,36,14,,16,female,slightly liberal,31.4,,38.400002
1568,50,self-employed,34,18,11,12,female,,63.5,24.200001,33.599998
1569,36,someone else,74,8,,,female,liberal,62.5,29.4,22.5
1570,50,someone else,43,12,,,female,extremely liberal,32.400002,,
1571,18,someone else,56,15,16,15,female,extremely liberal,75.199997,86,
1572,,someone else,27,20,20,20,female,,32.400002,96,92.300003
1573,40,someone else,39,13,,12,female,,68.099998,,63.5
1574,40,self-employed,51,14,,,female,slghtly conservative,63.5,,
1575,50,someone else,34,12,12,17,male,liberal,,63.200001,85.099998
1576,45,someone else,23,14,12,12,female,,36.5,73.300003,36.900002
1577,45,someone else,22,13,16,14,male,moderate,34.200001,34.200001,38.400002
1578,,someone else,80,13,16,6,female,slghtly conservative,38.400002,53.900002,
1579,45,someone else,35,16,12,12,female,,63.200001,62.200001,38.400002
1580,43,someone else,39,16,12,16,female,,38,63.5,73.199997
1581,,someone else,53,14,6,0,female,,38,37.299999,
1582,60,someone else,39,16,16,14,female,slghtly conservative,63.5,69.699997,38.400002
1583,40,someone else,27,13,12,14,female,moderate,31.4,32.299999,45.900002
1584,40,someone else,31,16,16,14,male,,63.5,74,50.5
1585,40,someone else,56,16,12,12,male,,39,34.200001,38.400002
1586,20,someone else,33,16,16,18,female,moderate,73.800003,88.800003,85.099998
1587,44,someone else,26,14,14,13,female,slightly liberal,50.700001,87.900002,37.700001
1588,40,someone else,32,15,,13,male,slightly liberal,61.900002,,73.300003
1589,50,someone else,46,14,12,12,male,,58.799999,48.5,85.099998
1590,40,someone else,47,18,12,12,female,extremely liberal,63.5,64.099998,
1591,45,someone else,43,14,12,12,female,,63.5,53.900002,37.700001
1592,40,someone else,44,12,8,,female,,62.099998,36.5,
1593,75,self-employed,38,12,12,12,male,slghtly conservative,63.5,32.299999,63.5
1594,30,self-employed,56,12,8,12,male,conservative,48.599998,42.900002,
1595,50,someone else,37,14,10,12,female,,57.099998,31.5,
1596,44,someone else,58,12,14,16,female,,35.099998,48.5,73.199997
1597,40,someone else,30,16,17,12,female,moderate,64.099998,76.400002,38.400002
1598,,someone else,88,12,,12,female,moderate,36.099998,,
1599,45,someone else,45,12,8,12,female,,65.199997,31.5,36.900002
1600,40,someone else,40,14,16,15,female,,50.700001,63.5,62.5
1601,75,someone else,19,13,10,14,male,moderate,29.5,26.700001,38
1602,49,someone else,25,12,12,12,male,moderate,63.5,63.5,
1603,60,someone else,59,12,10,12,male,moderate,73.300003,36.400002,
1604,,someone else,38,15,19,16,female,,76.400002,80.300003,50.700001
1605,50,someone else,23,16,14,12,male,,38.900002,63.5,38.400002
1606,35,someone else,31,13,14,12,female,slightly liberal,53.299999,63.5,57.099998
1607,38,someone else,34,15,16,16,female,slightly liberal,73.599998,86.800003,63.5
1608,,self-employed,38,12,10,12,female,moderate,25.200001,53.900002,38.900002
1609,,someone else,76,12,4,4,male,moderate,49.599998,33.099998,
1610,,someone else,43,16,16,12,female,,60.599998,63.5,
1611,62,someone else,53,0,0,,male,extremely liberal,28.4,37.299999,
1612,50,someone else,46,14,6,6,male,moderate,74.400002,28.6,
1613,46,someone else,40,12,12,12,female,,50.700001,38.099998,33.099998
1614,40,someone else,50,14,,10,female,moderate,53.299999,,63.5
1615,,,34,9,,11,female,moderate,,,21.200001
1616,35,someone else,23,12,,12,female,,33.099998,,27.5
1617,50,someone else,44,13,11,9,female,,28.4,63.5,
1618,40,someone else,48,14,,14,female,,33.099998,,28.4
1619,60,someone else,44,14,8,8,male,,64.199997,33.200001,25.9
1620,40,someone else,24,15,,9,female,,53.299999,,32.400002
1621,40,someone else,39,12,12,12,female,moderate,37.700001,73.900002,26.700001
1622,,someone else,81,12,8,8,male,extrmly conservative,34.200001,38,50.700001
1623,44,someone else,30,13,12,12,male,,50.700001,34.200001,25.5
1624,,someone else,33,16,18,14,male,,31.4,80.300003,
1625,,someone else,38,16,14,16,female,,73.300003,93.300003,63.200001
1626,9,someone else,67,12,,11,female,conservative,29.799999,31.5,38.099998
1627,,someone else,25,11,12,12,male,conservative,28.6,32.799999,53.299999
1628,38,someone else,40,14,8,12,male,,35.099998,63.5,
1629,50,someone else,44,17,10,12,female,,73.800003,40.5,38
1630,55,self-employed,64,16,,,male,conservative,64.099998,50.700001,38
1631,,someone else,33,16,11,18,female,,88.800003,66.099998,73.199997
1632,40,someone else,35,16,,12,male,,60.5,28.4,28.4
1633,,someone else,63,14,,,male,liberal,,37.299999,
1634,85,someone else,38,14,12,12,male,,37.900002,92.800003,
1635,80,someone else,24,16,16,14,female,liberal,40.200001,67,63.5
1636,45,someone else,38,16,16,16,male,conservative,73.800003,67,78.5
1637,37,someone else,21,12,,12,male,,31.4,,73.199997
1638,40,someone else,51,14,12,12,female,,63.200001,32.299999,38
1639,,self-employed,71,16,17,12,male,moderate,50.700001,50.700001,
1640,50,someone else,22,16,12,12,female,,83.699997,50.700001,
1641,,someone else,21,11,12,10,female,extremely liberal,41.599998,34.299999,28.4
1642,,someone else,21,14,20,20,female,extremely liberal,44.299999,87.5,87.5
1643,12,someone else,84,4,,0,male,,53.700001,45.200001,
1644,16,someone else,30,6,2,,male,,31.4,60.5,
1645,,,21,16,12,12,female,moderate,,37.299999,
1646,,someone else,61,16,8,3,female,extrmly conservative,78.5,38.400002,
1647,,someone else,75,15,4,0,male,,29,37.299999,
1648,26,someone else,39,15,16,12,male,,27.5,63.5,
1649,37,someone else,40,15,12,12,female,slghtly conservative,69.199997,32.299999,73.300003
1650,,someone else,61,16,12,12,female,,80.300003,34.200001,26.4
1651,40,someone else,59,14,12,12,male,,45.900002,64.099998,33.099998
1652,40,someone else,40,16,16,12,male,,48.5,63.5,
1653,28,someone else,41,20,18,16,female,liberal,73.800003,93.300003,33.099998
1654,20,someone else,47,16,,16,female,moderate,67,,78.5
1655,48,someone else,38,12,14,12,male,,63.5,63.5,
1656,70,someone else,56,18,12,12,male,moderate,63.5,63.5,38.400002
1657,68,someone else,38,14,14,12,male,,35.099998,,64.099998
1658,47,someone else,32,16,19,12,male,slghtly conservative,63.5,92.300003,38.400002
1659,24,someone else,62,19,19,16,male,,37.299999,92.300003,78.5
1660,,someone else,74,12,,6,female,conservative,50.5,38.5,
1661,,,60,12,6,6,female,liberal,,,
1662,40,someone else,29,13,,12,male,,29.799999,,29.299999
1663,52,someone else,42,13,,12,female,,54.200001,,29.299999
1664,38,someone else,31,12,,12,female,moderate,29.299999,,38.900002
1665,,someone else,65,13,6,6,female,moderate,73.199997,48.5,
1666,,someone else,81,13,,12,male,,54.200001,,28.4
1667,,someone else,40,14,10,14,male,,43.400002,27.700001,36.5
1668,21,someone else,43,12,8,12,female,moderate,64.400002,31.5,63.5
1669,40,someone else,25,12,12,12,female,,38.400002,32,64.099998
1670,,,33,12,12,12,female,moderate,,61.900002,63.5
1671,28,someone else,36,14,14,,female,moderate,39.400002,27.700001,
1672,,,24,12,8,8,female,moderate,,26.700001,27.5
1673,,,53,9,8,8,female,,,38.099998,22.700001
1674,89,someone else,37,10,9,10,male,,38.099998,27.700001,
1675,45,someone else,25,8,8,8,male,moderate,34.299999,28.6,
1676,40,someone else,37,13,12,12,female,,69.699997,28.6,38.400002
1677,63,someone else,40,14,8,8,female,,51.900002,33.900002,34.400002
1678,,someone else,29,11,,,female,,33.099998,,28.4
1679,40,someone else,33,12,16,12,female,extremely liberal,63.5,34.200001,33.099998
1680,25,someone else,54,15,,10,female,liberal,33.099998,27.5,22.5
1681,45,someone else,23,11,12,10,female,moderate,26.4,33.099998,32.400002
1682,,someone else,24,13,,,female,,55.099998,33.299999,38.900002
1683,,someone else,51,9,,,female,,29.299999,31.4,22.9
1684,31,someone else,36,11,12,12,female,moderate,38.900002,32.299999,21.200001
1685,32,someone else,31,12,12,12,female,moderate,40,21.200001,27.5
1686,15,self-employed,28,12,12,12,male,,32.299999,31.5,37.299999
1687,40,someone else,23,12,12,12,female,,68.099998,49.599998,50.700001
1688,40,someone else,34,17,12,14,male,extremely liberal,83.699997,31.5,38.400002
1689,40,someone else,45,16,,14,male,moderate,61.099998,,73.199997
1690,16,someone else,33,13,8,10,female,,74.400002,,
1691,42,someone else,26,12,,12,male,,33.099998,,
1692,54,someone else,41,14,12,12,male,slghtly conservative,50.700001,69.699997,50.700001
1693,40,self-employed,48,16,16,12,female,,64.199997,64.099998,38.400002
1694,48,someone else,51,14,12,12,male,,36.5,45.900002,37.700001
1695,,someone else,45,17,16,12,male,conservative,76.400002,63.5,
1696,40,someone else,51,13,5,6,female,,53.299999,37.299999,21.200001
1697,48,someone else,52,12,12,12,male,,53.400002,44.700001,
1698,,someone else,81,17,16,16,female,,73.699997,,
1699,30,self-employed,39,6,,0,female,,22.5,,22.5
1700,40,someone else,54,16,16,16,male,,32.700001,62.5,85.099998
1701,,someone else,64,1,1,3,female,,28.4,37.299999,
1702,65,someone else,49,14,12,9,male,slightly liberal,25.200001,63.200001,
1703,40,someone else,29,16,12,4,male,slghtly conservative,53.700001,38.200001,
1704,25,someone else,33,12,8,,female,slightly liberal,53.700001,32.700001,
1705,,self-employed,66,13,,12,female,,34.599998,38.099998,
1706,,,65,16,12,12,male,conservative,46.799999,37.299999,
1707,,someone else,48,17,14,13,female,slightly liberal,85.099998,63.5,
1708,50,someone else,35,17,14,14,male,moderate,86.599998,37.299999,29.299999
1709,60,someone else,47,20,12,8,female,,73.199997,48.900002,37.900002
1710,,someone else,63,13,,12,female,,53.299999,27.700001,38
1711,,,69,2,,18,male,moderate,,,39.400002
1712,40,someone else,51,13,16,8,male,conservative,34.200001,81,60.599998
1713,55,someone else,32,17,10,11,female,liberal,80.300003,63.5,38.400002
1714,50,someone else,32,13,12,12,female,,63.5,50.700001,38.900002
1715,60,self-employed,52,15,,12,male,conservative,44.700001,,38.400002
1716,45,someone else,30,12,,12,female,,47,49.599998,32.400002
1717,40,someone else,38,15,12,12,female,,54.200001,34.200001,38.400002
1718,12,someone else,19,13,,12,female,,33.099998,,65.800003
1719,15,self-employed,64,17,16,14,female,moderate,63.5,80.300003,38.400002
1720,,self-employed,70,13,16,12,female,,30.799999,54.700001,26.700001
1721,50,someone else,29,18,18,16,male,slghtly conservative,64.199997,50.700001,60.599998
1722,9,self-employed,32,17,6,6,female,slghtly conservative,59,37.299999,20.1
1723,40,someone else,26,17,6,8,female,slightly liberal,69.199997,28.6,29
1724,,someone else,23,15,12,14,female,,63.5,31.5,63.5
1725,26,someone else,47,13,6,6,male,moderate,42.700001,28.4,21.200001
1726,17,someone else,31,18,19,16,female,,57.099998,92.300003,38.900002
1727,,someone else,22,15,16,12,male,slightly liberal,34.799999,88.800003,
1728,,,20,14,16,16,male,,,83.900002,38.400002
1729,,someone else,23,15,16,16,male,liberal,81,63.5,60.599998
1730,60,someone else,34,12,12,14,female,,81,73.599998,
1731,45,someone else,50,14,12,11,female,moderate,50.700001,28.6,
1732,45,someone else,44,2,12,,male,moderate,31.5,73.900002,
1733,,someone else,29,17,13,11,female,,33.099998,,25.200001
1734,,someone else,30,12,8,6,male,,36.200001,37.299999,
1735,,someone else,37,14,14,,male,slightly liberal,32.299999,83.900002,
1736,,someone else,19,12,,16,female,,30.700001,,22.5
1737,,someone else,20,12,14,13,male,,28,64.099998,22.5
1738,,,20,14,18,,male,,,83.699997,
1739,,someone else,20,13,14,12,male,slightly liberal,47.799999,64.099998,34.799999
1740,,,22,13,16,16,male,liberal,,92.800003,83.900002
1741,,someone else,20,12,14,14,male,,48.599998,32.299999,
1742,55,someone else,51,16,16,14,female,,68.800003,63.5,68.800003
1743,,,21,14,20,20,male,moderate,,84.199997,73.800003
1744,34,someone else,26,18,13,14,female,,50.5,28.4,76.300003
1745,,,22,15,19,16,male,,,62.5,81
