year,id,wrkstat,hrs1,marital,sex,pres00,pres04,polviews,happy,health,abany,premarsx,pornlaw
2006,3827,TEMP NOT WORKING,,DIVORCED,FEMALE,GORE,KERRY,LIBERAL,VERY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,3828,WORKING PARTTIME,40,NEVER MARRIED,FEMALE,,,EXTRMLY CONSERVATIVE,PRETTY HAPPY,FAIR,YES,,ILLEGAL TO ALL
2006,3829,KEEPING HOUSE,,MARRIED,FEMALE,,KERRY,EXTREMELY LIBERAL,VERY HAPPY,EXCELLENT,NO,,ILLEGAL TO ALL
2006,3830,WORKING FULLTIME,45,MARRIED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
2006,3831,WORKING PARTTIME,12,MARRIED,FEMALE,,KERRY,MODERATE,,EXCELLENT,,,
2006,3832,WORKING FULLTIME,50,MARRIED,MALE,,,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,3833,WORKING FULLTIME,80,MARRIED,MALE,,BUSH,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,3834,RETIRED,,WIDOWED,MALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,FAIR,,ALMST ALWAYS WRG,
2006,3835,WORKING PARTTIME,20,DIVORCED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,EXCELLENT,YES,SOMETIMES WRONG,
2006,3836,RETIRED,,WIDOWED,FEMALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,EXCELLENT,YES,ALWAYS WRONG,
2006,3837,WORKING FULLTIME,60,MARRIED,FEMALE,,,MODERATE,,GOOD,,,
2006,3838,WORKING FULLTIME,50,MARRIED,MALE,,KERRY,MODERATE,,EXCELLENT,,,
2006,3839,WORKING FULLTIME,60,MARRIED,MALE,,,MODERATE,VERY HAPPY,EXCELLENT,NO,NOT WRONG AT ALL,
2006,3840,WORKING FULLTIME,55,MARRIED,FEMALE,,BUSH,MODERATE,,GOOD,,,
2006,3841,WORKING FULLTIME,40,MARRIED,FEMALE,BUSH,BUSH,MODERATE,VERY HAPPY,EXCELLENT,NO,,ILLEGAL TO ALL
2006,3842,WORKING FULLTIME,46,MARRIED,FEMALE,,KERRY,MODERATE,,EXCELLENT,,,
2006,3843,WORKING FULLTIME,40,DIVORCED,MALE,,BUSH,MODERATE,,GOOD,,,
2006,3844,WORKING FULLTIME,45,MARRIED,FEMALE,,BUSH,EXTRMLY CONSERVATIVE,,GOOD,,,
2006,3845,WORKING FULLTIME,40,MARRIED,MALE,GORE,KERRY,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,3846,WORKING FULLTIME,40,MARRIED,FEMALE,,BUSH,EXTRMLY CONSERVATIVE,,GOOD,,,
2006,3847,RETIRED,,WIDOWED,FEMALE,,BUSH,EXTRMLY CONSERVATIVE,,GOOD,,,
2006,3848,WORKING FULLTIME,43,MARRIED,FEMALE,GORE,BUSH,CONSERVATIVE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,3849,WORKING PARTTIME,18,NEVER MARRIED,MALE,,BUSH,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,3850,WORKING PARTTIME,12,MARRIED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,FAIR,,,ILLEGAL UNDER 18
2006,3851,WORKING PARTTIME,6,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,GOOD,NO,,
2006,3852,RETIRED,,MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,EXCELLENT,YES,ALWAYS WRONG,
2006,3853,OTHER,,NEVER MARRIED,FEMALE,,,CONSERVATIVE,PRETTY HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,3854,WORKING FULLTIME,40,MARRIED,FEMALE,GORE,KERRY,LIBERAL,PRETTY HAPPY,GOOD,YES,SOMETIMES WRONG,
2006,3855,WORKING FULLTIME,45,MARRIED,MALE,,,MODERATE,,GOOD,,,
2006,3856,KEEPING HOUSE,,MARRIED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,EXCELLENT,NO,ALMST ALWAYS WRG,
2006,3857,WORKING PARTTIME,20,DIVORCED,FEMALE,,KERRY,MODERATE,,EXCELLENT,,,
2006,3858,WORKING FULLTIME,75,MARRIED,FEMALE,,KERRY,MODERATE,PRETTY HAPPY,GOOD,YES,SOMETIMES WRONG,
2006,3859,WORKING FULLTIME,40,MARRIED,FEMALE,,KERRY,MODERATE,,EXCELLENT,,,
2006,3860,OTHER,,DIVORCED,MALE,,KERRY,EXTREMELY LIBERAL,,GOOD,,,
2006,3861,WORKING FULLTIME,40,MARRIED,MALE,,KERRY,EXTRMLY CONSERVATIVE,,GOOD,,,
2006,3862,WORKING PARTTIME,18,WIDOWED,FEMALE,GORE,KERRY,LIBERAL,VERY HAPPY,EXCELLENT,YES,SOMETIMES WRONG,
2006,3863,WORKING FULLTIME,40,DIVORCED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL UNDER 18
2006,3864,WORKING FULLTIME,40,WIDOWED,FEMALE,,,MODERATE,PRETTY HAPPY,GOOD,NO,ALMST ALWAYS WRG,
2006,3865,OTHER,,MARRIED,MALE,,KERRY,MODERATE,,FAIR,,,
2006,3866,KEEPING HOUSE,,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,FAIR,NO,ALWAYS WRONG,
2006,3867,KEEPING HOUSE,,WIDOWED,FEMALE,,,SLIGHTLY LIBERAL,NOT TOO HAPPY,POOR,NO,,LEGAL
2006,3868,OTHER,,DIVORCED,MALE,,,MODERATE,NOT TOO HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,3869,WORKING FULLTIME,40,DIVORCED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,3870,SCHOOL,,NEVER MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,FAIR,NO,SOMETIMES WRONG,
2006,3871,RETIRED,,WIDOWED,FEMALE,GORE,KERRY,CONSERVATIVE,VERY HAPPY,POOR,NO,,ILLEGAL UNDER 18
2006,3872,WORKING FULLTIME,40,MARRIED,MALE,,,LIBERAL,PRETTY HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,3873,OTHER,,MARRIED,MALE,,,EXTRMLY CONSERVATIVE,PRETTY HAPPY,POOR,NO,,ILLEGAL TO ALL
2006,3874,KEEPING HOUSE,,DIVORCED,FEMALE,,,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,3875,"UNEMPL, LAID OFF",,NEVER MARRIED,MALE,,KERRY,MODERATE,,EXCELLENT,,,
2006,3876,WORKING FULLTIME,40,NEVER MARRIED,MALE,GORE,KERRY,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3877,WORKING FULLTIME,60,MARRIED,MALE,,BUSH,MODERATE,,GOOD,,,
2006,3878,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,KERRY,EXTREMELY LIBERAL,,FAIR,,,
2006,3879,RETIRED,,MARRIED,MALE,GORE,KERRY,SLGHTLY CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,,ILLEGAL UNDER 18
2006,3880,WORKING FULLTIME,40,NEVER MARRIED,MALE,OTHER (SPECIFY),BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3881,WORKING FULLTIME,40,MARRIED,FEMALE,GORE,KERRY,MODERATE,VERY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,3882,SCHOOL,,MARRIED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3883,SCHOOL,,MARRIED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL UNDER 18
2006,3884,RETIRED,,WIDOWED,FEMALE,,KERRY,LIBERAL,VERY HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,3885,WORKING FULLTIME,40,MARRIED,MALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,3886,WORKING FULLTIME,40,MARRIED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3887,WORKING FULLTIME,48,NEVER MARRIED,MALE,,,EXTREMELY LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,3888,WORKING FULLTIME,45,DIVORCED,MALE,,BUSH,CONSERVATIVE,,FAIR,,,
2006,3889,KEEPING HOUSE,,MARRIED,MALE,GORE,,SLGHTLY CONSERVATIVE,VERY HAPPY,FAIR,NO,,ILLEGAL UNDER 18
2006,3890,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,BUSH,EXTRMLY CONSERVATIVE,PRETTY HAPPY,POOR,YES,,ILLEGAL TO ALL
2006,3891,WORKING FULLTIME,35,MARRIED,MALE,,KERRY,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,3892,RETIRED,,WIDOWED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,VERY HAPPY,FAIR,YES,,ILLEGAL UNDER 18
2006,3893,WORKING FULLTIME,40,MARRIED,FEMALE,,BUSH,SLIGHTLY LIBERAL,,GOOD,,,
2006,3894,"UNEMPL, LAID OFF",,NEVER MARRIED,MALE,,,LIBERAL,NOT TOO HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,3895,KEEPING HOUSE,,NEVER MARRIED,MALE,,,SLGHTLY CONSERVATIVE,,FAIR,,,
2006,3896,WORKING FULLTIME,40,MARRIED,MALE,GORE,KERRY,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3897,WORKING FULLTIME,40,MARRIED,FEMALE,,,CONSERVATIVE,NOT TOO HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,3898,OTHER,,SEPARATED,MALE,,BUSH,LIBERAL,,POOR,,,
2006,3899,WORKING FULLTIME,42,DIVORCED,FEMALE,,,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,3900,WORKING FULLTIME,56,NEVER MARRIED,MALE,,,MODERATE,PRETTY HAPPY,FAIR,YES,NOT WRONG AT ALL,
2006,3901,"UNEMPL, LAID OFF",,NEVER MARRIED,MALE,GORE,,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3902,RETIRED,,WIDOWED,FEMALE,GORE,KERRY,CONSERVATIVE,NOT TOO HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,3903,WORKING FULLTIME,48,DIVORCED,MALE,GORE,KERRY,EXTREMELY LIBERAL,NOT TOO HAPPY,GOOD,NO,,LEGAL
2006,3904,WORKING FULLTIME,41,DIVORCED,FEMALE,,,MODERATE,PRETTY HAPPY,FAIR,NO,SOMETIMES WRONG,
2006,3905,WORKING FULLTIME,64,MARRIED,FEMALE,,KERRY,SLIGHTLY LIBERAL,,GOOD,,,
2006,3906,TEMP NOT WORKING,,NEVER MARRIED,MALE,,KERRY,MODERATE,,POOR,,,
2006,3907,WORKING FULLTIME,40,MARRIED,MALE,GORE,KERRY,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3908,WORKING FULLTIME,45,WIDOWED,FEMALE,,,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,3909,SCHOOL,,NEVER MARRIED,MALE,,BUSH,CONSERVATIVE,PRETTY HAPPY,EXCELLENT,NO,NOT WRONG AT ALL,
2006,3910,RETIRED,,WIDOWED,FEMALE,,,EXTRMLY CONSERVATIVE,,GOOD,,,
2006,3911,WORKING PARTTIME,25,NEVER MARRIED,FEMALE,,,MODERATE,,POOR,,,
2006,3912,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,VERY HAPPY,,,SOMETIMES WRONG,ILLEGAL UNDER 18
2006,3913,WORKING FULLTIME,40,MARRIED,MALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,3914,WORKING FULLTIME,40,MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,FAIR,NO,,ILLEGAL UNDER 18
2006,3915,WORKING FULLTIME,75,DIVORCED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3916,RETIRED,,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,3917,WORKING FULLTIME,65,MARRIED,MALE,,BUSH,MODERATE,,FAIR,,,
2006,3918,RETIRED,,NEVER MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3919,WORKING FULLTIME,48,NEVER MARRIED,MALE,,,MODERATE,PRETTY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,3920,WORKING FULLTIME,40,DIVORCED,MALE,BUSH,,MODERATE,PRETTY HAPPY,,,,ILLEGAL UNDER 18
2006,3921,KEEPING HOUSE,,MARRIED,FEMALE,,BUSH,MODERATE,,FAIR,,,
2006,3922,WORKING FULLTIME,40,MARRIED,MALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,VERY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,3923,KEEPING HOUSE,,WIDOWED,FEMALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,3924,RETIRED,,NEVER MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,EXCELLENT,NO,ALWAYS WRONG,
2006,3925,RETIRED,,MARRIED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3926,WORKING FULLTIME,45,MARRIED,MALE,,BUSH,MODERATE,,GOOD,,,
2006,3927,OTHER,,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3928,KEEPING HOUSE,,WIDOWED,FEMALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,3929,SCHOOL,,NEVER MARRIED,MALE,,,LIBERAL,PRETTY HAPPY,EXCELLENT,NO,SOMETIMES WRONG,
2006,3930,WORKING FULLTIME,40,MARRIED,FEMALE,BUSH,,MODERATE,VERY HAPPY,EXCELLENT,,,
2006,3931,RETIRED,,MARRIED,MALE,,KERRY,CONSERVATIVE,,EXCELLENT,,,
2006,3932,RETIRED,,MARRIED,MALE,GORE,BUSH,MODERATE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3933,WORKING FULLTIME,40,MARRIED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,VERY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,3934,WORKING FULLTIME,40,MARRIED,FEMALE,,BUSH,MODERATE,PRETTY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,3935,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,GORE,KERRY,MODERATE,VERY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3936,KEEPING HOUSE,,WIDOWED,FEMALE,,,,VERY HAPPY,FAIR,NO,ALWAYS WRONG,
2006,3937,SCHOOL,,NEVER MARRIED,FEMALE,,,EXTREMELY LIBERAL,,EXCELLENT,,,
2006,3938,KEEPING HOUSE,,MARRIED,FEMALE,,KERRY,MODERATE,VERY HAPPY,EXCELLENT,NO,,ILLEGAL TO ALL
2006,3939,WORKING FULLTIME,70,MARRIED,MALE,,,EXTRMLY CONSERVATIVE,VERY HAPPY,FAIR,NO,,ILLEGAL UNDER 18
2006,3940,WORKING PARTTIME,37,NEVER MARRIED,MALE,,,MODERATE,,GOOD,,,
2006,3941,WORKING FULLTIME,52,MARRIED,MALE,,,MODERATE,VERY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3942,WORKING FULLTIME,24,SEPARATED,FEMALE,GORE,KERRY,EXTRMLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,3943,WORKING FULLTIME,60,DIVORCED,MALE,,BUSH,CONSERVATIVE,VERY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,3944,WORKING FULLTIME,51,NEVER MARRIED,MALE,,KERRY,EXTREMELY LIBERAL,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,3945,WORKING FULLTIME,48,DIVORCED,FEMALE,GORE,KERRY,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,3946,WORKING FULLTIME,40,MARRIED,FEMALE,,BUSH,MODERATE,VERY HAPPY,EXCELLENT,NO,NOT WRONG AT ALL,
2006,3947,WORKING FULLTIME,48,MARRIED,MALE,,BUSH,SLIGHTLY LIBERAL,,EXCELLENT,,,
2006,3948,KEEPING HOUSE,,MARRIED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,3949,WORKING FULLTIME,40,MARRIED,FEMALE,,,MODERATE,NOT TOO HAPPY,FAIR,,ALWAYS WRONG,
2006,3950,WORKING FULLTIME,70,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3951,OTHER,,DIVORCED,MALE,GORE,,CONSERVATIVE,VERY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,3952,RETIRED,,MARRIED,FEMALE,,,,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3953,WORKING FULLTIME,55,MARRIED,MALE,GORE,KERRY,CONSERVATIVE,VERY HAPPY,FAIR,YES,ALWAYS WRONG,
2006,3954,WORKING FULLTIME,69,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,,,ALWAYS WRONG,
2006,3955,WORKING FULLTIME,60,MARRIED,MALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,3956,WORKING FULLTIME,75,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,3957,WORKING PARTTIME,30,WIDOWED,FEMALE,,BUSH,MODERATE,PRETTY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,3958,RETIRED,,MARRIED,FEMALE,BUSH,BUSH,MODERATE,VERY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,3959,RETIRED,,MARRIED,MALE,GORE,,CONSERVATIVE,VERY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3960,KEEPING HOUSE,,DIVORCED,FEMALE,GORE,KERRY,CONSERVATIVE,PRETTY HAPPY,POOR,NO,ALWAYS WRONG,
2006,3961,KEEPING HOUSE,,SEPARATED,FEMALE,GORE,,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,LEGAL
2006,3962,WORKING FULLTIME,38,WIDOWED,MALE,,KERRY,MODERATE,,FAIR,,,
2006,3963,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,MODERATE,,FAIR,,,
2006,3964,KEEPING HOUSE,,WIDOWED,FEMALE,GORE,,MODERATE,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,3965,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,,KERRY,SLIGHTLY LIBERAL,,GOOD,,,
2006,3966,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,KERRY,LIBERAL,,GOOD,,,
2006,3967,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,NOT TOO HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,3968,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,CONSERVATIVE,PRETTY HAPPY,POOR,NO,,ILLEGAL UNDER 18
2006,3969,WORKING PARTTIME,24,MARRIED,FEMALE,,,,PRETTY HAPPY,GOOD,,,ILLEGAL UNDER 18
2006,3970,KEEPING HOUSE,,DIVORCED,MALE,,,MODERATE,PRETTY HAPPY,FAIR,NO,ALWAYS WRONG,
2006,3971,WORKING FULLTIME,40,MARRIED,MALE,,KERRY,SLIGHTLY LIBERAL,,GOOD,,,
2006,3972,WORKING FULLTIME,40,MARRIED,FEMALE,GORE,KERRY,MODERATE,VERY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,3973,WORKING FULLTIME,38,NEVER MARRIED,FEMALE,GORE,KERRY,LIBERAL,NOT TOO HAPPY,FAIR,NO,,ILLEGAL UNDER 18
2006,3974,RETIRED,,WIDOWED,MALE,GORE,,SLIGHTLY LIBERAL,NOT TOO HAPPY,,,ALWAYS WRONG,
2006,3975,OTHER,,MARRIED,MALE,GORE,,MODERATE,NOT TOO HAPPY,POOR,NO,ALMST ALWAYS WRG,
2006,3976,WORKING FULLTIME,80,MARRIED,MALE,GORE,KERRY,LIBERAL,VERY HAPPY,GOOD,YES,,ILLEGAL TO ALL
2006,3977,WORKING FULLTIME,40,MARRIED,MALE,,,SLIGHTLY LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,3978,KEEPING HOUSE,,MARRIED,FEMALE,GORE,KERRY,MODERATE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3979,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,,VERY HAPPY,FAIR,,,ILLEGAL UNDER 18
2006,3980,WORKING FULLTIME,46,NEVER MARRIED,MALE,,,SLIGHTLY LIBERAL,PRETTY HAPPY,EXCELLENT,NO,,ILLEGAL UNDER 18
2006,3981,SCHOOL,,DIVORCED,FEMALE,GORE,KERRY,LIBERAL,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3982,RETIRED,,MARRIED,MALE,GORE,KERRY,SLGHTLY CONSERVATIVE,VERY HAPPY,,,SOMETIMES WRONG,ILLEGAL UNDER 18
2006,3983,WORKING FULLTIME,50,MARRIED,MALE,GORE,KERRY,LIBERAL,VERY HAPPY,EXCELLENT,NO,,ILLEGAL TO ALL
2006,3984,KEEPING HOUSE,,DIVORCED,FEMALE,,KERRY,MODERATE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3985,WORKING FULLTIME,37,NEVER MARRIED,MALE,GORE,KERRY,MODERATE,PRETTY HAPPY,EXCELLENT,YES,,ILLEGAL UNDER 18
2006,3986,WORKING FULLTIME,43,NEVER MARRIED,FEMALE,GORE,,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3987,WORKING FULLTIME,60,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,3988,KEEPING HOUSE,,MARRIED,FEMALE,BUSH,,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,3989,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,MODERATE,,GOOD,,,
2006,3990,WORKING FULLTIME,35,NEVER MARRIED,FEMALE,,KERRY,,,GOOD,,,
2006,3991,WORKING FULLTIME,40,MARRIED,FEMALE,GORE,KERRY,LIBERAL,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,3992,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,EXTREMELY LIBERAL,NOT TOO HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,3993,WORKING FULLTIME,43,NEVER MARRIED,FEMALE,GORE,KERRY,EXTREMELY LIBERAL,PRETTY HAPPY,GOOD,NO,SOMETIMES WRONG,
2006,3994,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,KERRY,EXTREMELY LIBERAL,,FAIR,,,
2006,3995,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3996,WORKING PARTTIME,40,NEVER MARRIED,FEMALE,,KERRY,MODERATE,PRETTY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,3997,RETIRED,,WIDOWED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,VERY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3998,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,BUSH,SLIGHTLY LIBERAL,,FAIR,,,
2006,3999,WORKING FULLTIME,40,MARRIED,MALE,GORE,KERRY,LIBERAL,VERY HAPPY,EXCELLENT,NO,SOMETIMES WRONG,
2006,4000,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,CONSERVATIVE,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL UNDER 18
2006,4001,WORKING FULLTIME,26,MARRIED,MALE,,,,,EXCELLENT,,,
2006,4002,WORKING FULLTIME,20,DIVORCED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,,ILLEGAL TO ALL
2006,4003,WORKING FULLTIME,55,NEVER MARRIED,FEMALE,,,SLIGHTLY LIBERAL,PRETTY HAPPY,EXCELLENT,YES,,LEGAL
2006,4004,WORKING FULLTIME,43,NEVER MARRIED,FEMALE,,KERRY,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,4005,TEMP NOT WORKING,,NEVER MARRIED,MALE,GORE,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,4006,WORKING FULLTIME,40,NEVER MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,,ILLEGAL UNDER 18
2006,4007,WORKING FULLTIME,52,MARRIED,MALE,,,MODERATE,,GOOD,,,
2006,4008,WORKING FULLTIME,38,DIVORCED,FEMALE,,KERRY,MODERATE,PRETTY HAPPY,POOR,NO,ALWAYS WRONG,
2006,4009,RETIRED,,MARRIED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,4010,WORKING FULLTIME,40,DIVORCED,FEMALE,,BUSH,EXTREMELY LIBERAL,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,4011,WORKING FULLTIME,40,MARRIED,MALE,,,EXTREMELY LIBERAL,VERY HAPPY,GOOD,YES,,ILLEGAL TO ALL
2006,4012,WORKING FULLTIME,56,MARRIED,MALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,4013,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,SLIGHTLY LIBERAL,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,4014,KEEPING HOUSE,,DIVORCED,FEMALE,,KERRY,LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,4015,WORKING PARTTIME,30,SEPARATED,FEMALE,GORE,KERRY,EXTRMLY CONSERVATIVE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,4016,WORKING FULLTIME,30,MARRIED,FEMALE,BUSH,,LIBERAL,VERY HAPPY,,,SOMETIMES WRONG,ILLEGAL UNDER 18
2006,4017,WORKING PARTTIME,30,NEVER MARRIED,MALE,,,EXTRMLY CONSERVATIVE,,GOOD,,,
