year,id,wrkstat,hrs1,marital,sex,pres00,pres04,polviews,happy,health,abany,premarsx,pornlaw
2006,3631,WORKING PARTTIME,24,NEVER MARRIED,FEMALE,GORE,KERRY,LIBERAL,NOT TOO HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,3632,WORKING FULLTIME,56,MARRIED,MALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,3633,WORKING FULLTIME,32,DIVORCED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3634,RETIRED,,MARRIED,MALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,3635,WORKING PARTTIME,40,MARRIED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,3636,KEEPING HOUSE,,MARRIED,FEMALE,,KERRY,LIBERAL,,GOOD,,,
2006,3637,WORKING FULLTIME,60,NEVER MARRIED,MALE,BUSH,,SLGHTLY CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,,
2006,3638,WORKING PARTTIME,20,NEVER MARRIED,MALE,,,LIBERAL,,EXCELLENT,,,
2006,3639,"UNEMPL, LAID OFF",,NEVER MARRIED,MALE,,,,PRETTY HAPPY,GOOD,NO,,
2006,3640,WORKING FULLTIME,54,MARRIED,MALE,,,MODERATE,,FAIR,,,
2006,3641,WORKING PARTTIME,,NEVER MARRIED,MALE,,,CONSERVATIVE,,GOOD,,,
2006,3642,WORKING FULLTIME,70,DIVORCED,FEMALE,,BUSH,LIBERAL,,GOOD,,,
2006,3643,WORKING FULLTIME,52,MARRIED,FEMALE,BUSH,KERRY,LIBERAL,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,3644,RETIRED,,MARRIED,FEMALE,,BUSH,MODERATE,,GOOD,,,
2006,3645,WORKING FULLTIME,53,DIVORCED,MALE,,,MODERATE,,GOOD,,,
2006,3646,KEEPING HOUSE,,WIDOWED,FEMALE,GORE,BUSH,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,3647,WORKING FULLTIME,48,DIVORCED,MALE,BUSH,KERRY,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3648,WORKING PARTTIME,3,WIDOWED,FEMALE,BUSH,BUSH,MODERATE,NOT TOO HAPPY,GOOD,YES,,ILLEGAL TO ALL
2006,3649,RETIRED,,MARRIED,FEMALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,3650,WORKING FULLTIME,70,NEVER MARRIED,MALE,,BUSH,CONSERVATIVE,,FAIR,,,
2006,3651,WORKING PARTTIME,19,MARRIED,MALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,VERY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL TO ALL
2006,3652,RETIRED,,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,3653,WORKING PARTTIME,27,NEVER MARRIED,MALE,,BUSH,MODERATE,,GOOD,,,
2006,3654,WORKING FULLTIME,70,MARRIED,MALE,GORE,KERRY,LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,3655,WORKING FULLTIME,40,MARRIED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3656,WORKING FULLTIME,50,MARRIED,FEMALE,,KERRY,LIBERAL,,FAIR,,,
2006,3657,RETIRED,,DIVORCED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,3658,WORKING FULLTIME,40,MARRIED,FEMALE,,BUSH,MODERATE,,EXCELLENT,,,
2006,3659,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,MODERATE,NOT TOO HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,3660,WORKING FULLTIME,54,NEVER MARRIED,FEMALE,,KERRY,CONSERVATIVE,,EXCELLENT,,,
2006,3661,WORKING FULLTIME,42,NEVER MARRIED,FEMALE,,,CONSERVATIVE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3662,OTHER,,MARRIED,MALE,BUSH,BUSH,MODERATE,NOT TOO HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,3663,WORKING FULLTIME,60,MARRIED,FEMALE,GORE,KERRY,LIBERAL,NOT TOO HAPPY,EXCELLENT,YES,,ILLEGAL UNDER 18
2006,3664,WORKING PARTTIME,24,DIVORCED,MALE,,,CONSERVATIVE,PRETTY HAPPY,GOOD,YES,,ILLEGAL TO ALL
2006,3665,RETIRED,,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,3666,OTHER,,MARRIED,MALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,POOR,NO,ALMST ALWAYS WRG,
2006,3667,RETIRED,,SEPARATED,FEMALE,,,EXTRMLY CONSERVATIVE,VERY HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,3668,WORKING FULLTIME,60,MARRIED,FEMALE,,,CONSERVATIVE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3669,KEEPING HOUSE,,DIVORCED,FEMALE,,,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,SOMETIMES WRONG,
2006,3670,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,,,EXTREMELY LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,3671,WORKING FULLTIME,32,SEPARATED,FEMALE,,KERRY,SLIGHTLY LIBERAL,NOT TOO HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,3672,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,EXTRMLY CONSERVATIVE,,POOR,,,
2006,3673,WORKING FULLTIME,42,MARRIED,FEMALE,,KERRY,MODERATE,VERY HAPPY,,,SOMETIMES WRONG,ILLEGAL UNDER 18
2006,3674,OTHER,,WIDOWED,FEMALE,,,MODERATE,,EXCELLENT,,,
2006,3675,SCHOOL,,MARRIED,FEMALE,,,MODERATE,VERY HAPPY,EXCELLENT,NO,ALWAYS WRONG,
2006,3676,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,VERY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,3677,WORKING FULLTIME,40,MARRIED,FEMALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,3678,WORKING FULLTIME,38,DIVORCED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3679,RETIRED,,WIDOWED,FEMALE,,,CONSERVATIVE,,FAIR,,,
2006,3680,WORKING FULLTIME,20,MARRIED,MALE,,BUSH,CONSERVATIVE,,GOOD,,,
2006,3681,WORKING PARTTIME,,MARRIED,MALE,,KERRY,CONSERVATIVE,,FAIR,,,
2006,3682,RETIRED,,MARRIED,FEMALE,,KERRY,CONSERVATIVE,PRETTY HAPPY,FAIR,NO,SOMETIMES WRONG,
2006,3683,WORKING FULLTIME,40,MARRIED,FEMALE,,BUSH,,,EXCELLENT,,,
2006,3684,RETIRED,,NEVER MARRIED,FEMALE,GORE,KERRY,CONSERVATIVE,VERY HAPPY,POOR,NO,ALWAYS WRONG,
2006,3685,WORKING FULLTIME,40,MARRIED,FEMALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,3686,"UNEMPL, LAID OFF",,NEVER MARRIED,FEMALE,,,MODERATE,NOT TOO HAPPY,FAIR,NO,,ILLEGAL UNDER 18
2006,3687,WORKING FULLTIME,60,MARRIED,MALE,,BUSH,MODERATE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3688,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,SLIGHTLY LIBERAL,PRETTY HAPPY,GOOD,NO,NOT WRONG AT ALL,
2006,3689,OTHER,,NEVER MARRIED,MALE,,KERRY,CONSERVATIVE,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL UNDER 18
2006,3690,WORKING FULLTIME,40,MARRIED,MALE,,NADER,MODERATE,,EXCELLENT,,,
2006,3691,WORKING FULLTIME,48,NEVER MARRIED,MALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,FAIR,NO,,
2006,3692,"UNEMPL, LAID OFF",,NEVER MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,FAIR,YES,,ILLEGAL UNDER 18
2006,3693,WORKING FULLTIME,40,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,EXCELLENT,NO,,ILLEGAL TO ALL
2006,3694,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,FAIR,YES,ALWAYS WRONG,
2006,3695,OTHER,,MARRIED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,3696,"UNEMPL, LAID OFF",,WIDOWED,FEMALE,,,MODERATE,,FAIR,,,
2006,3697,RETIRED,,WIDOWED,FEMALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,VERY HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,3698,KEEPING HOUSE,,MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,SOMETIMES WRONG,
2006,3699,OTHER,,DIVORCED,MALE,,,MODERATE,VERY HAPPY,POOR,,NOT WRONG AT ALL,
2006,3700,OTHER,,DIVORCED,MALE,,,,PRETTY HAPPY,FAIR,YES,,ILLEGAL UNDER 18
2006,3701,KEEPING HOUSE,,NEVER MARRIED,FEMALE,,,MODERATE,VERY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3702,"UNEMPL, LAID OFF",,NEVER MARRIED,MALE,,,,,POOR,,,
2006,3703,WORKING PARTTIME,12,DIVORCED,FEMALE,,,MODERATE,VERY HAPPY,,,,LEGAL
2006,3704,WORKING FULLTIME,55,MARRIED,MALE,,,MODERATE,PRETTY HAPPY,FAIR,YES,,ILLEGAL UNDER 18
2006,3705,WORKING FULLTIME,40,DIVORCED,FEMALE,GORE,KERRY,MODERATE,PRETTY HAPPY,EXCELLENT,YES,,ILLEGAL UNDER 18
2006,3706,RETIRED,,SEPARATED,FEMALE,,,,PRETTY HAPPY,,,NOT WRONG AT ALL,
2006,3707,WORKING PARTTIME,30,NEVER MARRIED,FEMALE,,KERRY,,,EXCELLENT,,,
2006,3708,WORKING FULLTIME,27,NEVER MARRIED,MALE,,KERRY,SLIGHTLY LIBERAL,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL UNDER 18
2006,3709,WORKING FULLTIME,40,MARRIED,MALE,,,MODERATE,PRETTY HAPPY,GOOD,NO,ALMST ALWAYS WRG,
2006,3710,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,,KERRY,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,3711,"UNEMPL, LAID OFF",,DIVORCED,FEMALE,GORE,NADER,LIBERAL,PRETTY HAPPY,EXCELLENT,,,ILLEGAL UNDER 18
2006,3712,WORKING FULLTIME,60,DIVORCED,MALE,,,,,FAIR,,,
2006,3713,WORKING FULLTIME,,SEPARATED,MALE,,,CONSERVATIVE,,GOOD,,,
2006,3714,WORKING FULLTIME,46,MARRIED,MALE,,KERRY,,VERY HAPPY,FAIR,NO,,ILLEGAL UNDER 18
2006,3715,WORKING FULLTIME,38,NEVER MARRIED,FEMALE,,,MODERATE,,EXCELLENT,,,
2006,3716,WORKING PARTTIME,21,SEPARATED,FEMALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,3717,WORKING FULLTIME,32,DIVORCED,FEMALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,3718,WORKING FULLTIME,40,NEVER MARRIED,MALE,BUSH,BUSH,SLIGHTLY LIBERAL,PRETTY HAPPY,FAIR,YES,NOT WRONG AT ALL,
2006,3719,WORKING FULLTIME,89,MARRIED,MALE,,KERRY,SLGHTLY CONSERVATIVE,NOT TOO HAPPY,,,ALMST ALWAYS WRG,ILLEGAL TO ALL
2006,3720,WORKING FULLTIME,50,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,3721,WORKING FULLTIME,82,DIVORCED,FEMALE,,NADER,CONSERVATIVE,PRETTY HAPPY,GOOD,YES,,ILLEGAL TO ALL
2006,3722,WORKING FULLTIME,40,WIDOWED,FEMALE,,,,NOT TOO HAPPY,GOOD,YES,,ILLEGAL UNDER 18
2006,3723,RETIRED,,SEPARATED,FEMALE,,,EXTRMLY CONSERVATIVE,VERY HAPPY,POOR,NO,,ILLEGAL TO ALL
2006,3724,WORKING FULLTIME,45,MARRIED,FEMALE,GORE,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3725,KEEPING HOUSE,,MARRIED,FEMALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,3726,WORKING FULLTIME,35,MARRIED,MALE,,BUSH,SLGHTLY CONSERVATIVE,,FAIR,,,
2006,3727,RETIRED,,MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3728,SCHOOL,,NEVER MARRIED,FEMALE,,BUSH,CONSERVATIVE,NOT TOO HAPPY,,,ALMST ALWAYS WRG,ILLEGAL TO ALL
2006,3729,WORKING FULLTIME,40,MARRIED,FEMALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,FAIR,NO,,ILLEGAL TO ALL
2006,3730,RETIRED,,MARRIED,FEMALE,,,MODERATE,,POOR,,,
2006,3731,"UNEMPL, LAID OFF",,NEVER MARRIED,FEMALE,,BUSH,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3732,RETIRED,,DIVORCED,FEMALE,,BUSH,EXTRMLY CONSERVATIVE,,GOOD,,,
2006,3733,WORKING FULLTIME,64,MARRIED,FEMALE,,BUSH,MODERATE,,GOOD,,,
2006,3734,WORKING PARTTIME,29,MARRIED,FEMALE,,,LIBERAL,PRETTY HAPPY,POOR,YES,,ILLEGAL TO ALL
2006,3735,OTHER,,DIVORCED,MALE,,,LIBERAL,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3736,TEMP NOT WORKING,,DIVORCED,MALE,,,SLGHTLY CONSERVATIVE,,FAIR,,,
2006,3737,WORKING FULLTIME,40,DIVORCED,FEMALE,,,MODERATE,,FAIR,,,
2006,3738,RETIRED,,WIDOWED,FEMALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,3739,WORKING FULLTIME,40,MARRIED,MALE,,KERRY,SLIGHTLY LIBERAL,,GOOD,,,
2006,3740,RETIRED,,MARRIED,MALE,BUSH,BUSH,MODERATE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3741,WORKING FULLTIME,75,DIVORCED,FEMALE,,,LIBERAL,PRETTY HAPPY,EXCELLENT,YES,,ILLEGAL TO ALL
2006,3742,RETIRED,,MARRIED,MALE,,,CONSERVATIVE,VERY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,3743,RETIRED,,MARRIED,FEMALE,GORE,KERRY,MODERATE,VERY HAPPY,EXCELLENT,YES,ALWAYS WRONG,
2006,3744,WORKING FULLTIME,42,DIVORCED,FEMALE,,,SLIGHTLY LIBERAL,NOT TOO HAPPY,FAIR,NO,ALWAYS WRONG,
2006,3745,WORKING FULLTIME,72,MARRIED,MALE,BUSH,BUSH,MODERATE,PRETTY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,3746,WORKING FULLTIME,45,MARRIED,FEMALE,GORE,,CONSERVATIVE,PRETTY HAPPY,GOOD,YES,,ILLEGAL TO ALL
2006,3747,WORKING FULLTIME,54,MARRIED,FEMALE,NADER,KERRY,MODERATE,NOT TOO HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3748,WORKING FULLTIME,47,DIVORCED,MALE,,,EXTRMLY CONSERVATIVE,PRETTY HAPPY,GOOD,YES,NOT WRONG AT ALL,
2006,3749,WORKING FULLTIME,40,DIVORCED,FEMALE,BUSH,BUSH,CONSERVATIVE,NOT TOO HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,3750,SCHOOL,,NEVER MARRIED,FEMALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3751,WORKING FULLTIME,35,MARRIED,FEMALE,,BUSH,MODERATE,,EXCELLENT,,,
2006,3752,WORKING FULLTIME,44,MARRIED,MALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,3753,WORKING FULLTIME,38,MARRIED,FEMALE,,,MODERATE,,POOR,,,
2006,3754,WORKING FULLTIME,38,WIDOWED,FEMALE,,BUSH,CONSERVATIVE,,FAIR,,,
2006,3755,WORKING FULLTIME,35,NEVER MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,EXCELLENT,NO,SOMETIMES WRONG,
2006,3756,WORKING FULLTIME,40,MARRIED,MALE,,BUSH,EXTRMLY CONSERVATIVE,,GOOD,,,
2006,3757,WORKING FULLTIME,40,DIVORCED,MALE,,,SLIGHTLY LIBERAL,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL UNDER 18
2006,3758,RETIRED,,WIDOWED,MALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3759,WORKING FULLTIME,50,MARRIED,FEMALE,,BUSH,CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,ALWAYS WRONG,
2006,3760,WORKING FULLTIME,40,DIVORCED,FEMALE,,,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3761,WORKING FULLTIME,62,NEVER MARRIED,MALE,,BUSH,SLIGHTLY LIBERAL,PRETTY HAPPY,FAIR,NO,,ILLEGAL UNDER 18
2006,3762,RETIRED,,WIDOWED,FEMALE,,,LIBERAL,,GOOD,,,
2006,3763,WORKING PARTTIME,24,MARRIED,FEMALE,,,CONSERVATIVE,VERY HAPPY,GOOD,NO,NOT WRONG AT ALL,
2006,3764,OTHER,,MARRIED,MALE,,,MODERATE,VERY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,3765,TEMP NOT WORKING,,MARRIED,FEMALE,GORE,KERRY,MODERATE,PRETTY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3766,WORKING FULLTIME,55,DIVORCED,FEMALE,BUSH,,MODERATE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,3767,WORKING FULLTIME,50,NEVER MARRIED,FEMALE,,KERRY,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,3768,SCHOOL,,SEPARATED,FEMALE,,,MODERATE,PRETTY HAPPY,EXCELLENT,YES,SOMETIMES WRONG,
2006,3769,WORKING FULLTIME,40,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,NOT TOO HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,3770,WORKING PARTTIME,24,MARRIED,MALE,,,SLGHTLY CONSERVATIVE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3771,RETIRED,,DIVORCED,FEMALE,,KERRY,,,EXCELLENT,,,
2006,3772,WORKING FULLTIME,63,NEVER MARRIED,MALE,,KERRY,CONSERVATIVE,PRETTY HAPPY,GOOD,NO,SOMETIMES WRONG,
2006,3773,WORKING FULLTIME,40,DIVORCED,FEMALE,GORE,KERRY,LIBERAL,PRETTY HAPPY,EXCELLENT,YES,NOT WRONG AT ALL,
2006,3774,WORKING FULLTIME,30,WIDOWED,FEMALE,,,LIBERAL,,GOOD,,,
2006,3775,WORKING FULLTIME,40,DIVORCED,MALE,,,MODERATE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3776,RETIRED,,WIDOWED,MALE,,,MODERATE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,3777,WORKING FULLTIME,38,NEVER MARRIED,FEMALE,GORE,NADER,SLIGHTLY LIBERAL,PRETTY HAPPY,EXCELLENT,YES,,ILLEGAL UNDER 18
2006,3778,WORKING PARTTIME,13,NEVER MARRIED,MALE,,,MODERATE,PRETTY HAPPY,EXCELLENT,NO,,ILLEGAL TO ALL
2006,3779,,,DIVORCED,FEMALE,,,MODERATE,,FAIR,,,
2006,3780,TEMP NOT WORKING,,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,,,ALMST ALWAYS WRG,ILLEGAL TO ALL
2006,3781,WORKING PARTTIME,47,DIVORCED,MALE,BUSH,,MODERATE,VERY HAPPY,FAIR,NO,,ILLEGAL UNDER 18
2006,3782,WORKING PARTTIME,10,DIVORCED,FEMALE,,,MODERATE,PRETTY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,3783,RETIRED,,MARRIED,FEMALE,GORE,KERRY,SLIGHTLY LIBERAL,VERY HAPPY,EXCELLENT,YES,,ILLEGAL UNDER 18
2006,3784,OTHER,,DIVORCED,MALE,,,MODERATE,PRETTY HAPPY,FAIR,NO,SOMETIMES WRONG,
2006,3785,RETIRED,,WIDOWED,FEMALE,,KERRY,SLGHTLY CONSERVATIVE,,GOOD,,,
2006,3786,RETIRED,,DIVORCED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3787,"UNEMPL, LAID OFF",,MARRIED,FEMALE,,,CONSERVATIVE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,3788,WORKING FULLTIME,75,MARRIED,MALE,,KERRY,CONSERVATIVE,,GOOD,,,
2006,3789,WORKING FULLTIME,40,MARRIED,FEMALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,3790,WORKING FULLTIME,40,MARRIED,MALE,,BUSH,CONSERVATIVE,,EXCELLENT,,,
2006,3791,WORKING FULLTIME,48,MARRIED,MALE,,BUSH,MODERATE,,GOOD,,,
2006,3792,WORKING PARTTIME,35,MARRIED,FEMALE,,KERRY,MODERATE,,GOOD,,,
2006,3793,WORKING FULLTIME,60,MARRIED,MALE,NADER,BUSH,CONSERVATIVE,PRETTY HAPPY,EXCELLENT,NO,ALWAYS WRONG,
2006,3794,KEEPING HOUSE,,MARRIED,FEMALE,,,MODERATE,PRETTY HAPPY,,,SOMETIMES WRONG,ILLEGAL TO ALL
2006,3795,RETIRED,,MARRIED,MALE,GORE,KERRY,MODERATE,NOT TOO HAPPY,POOR,NO,,ILLEGAL TO ALL
2006,3796,WORKING PARTTIME,13,DIVORCED,MALE,,,LIBERAL,NOT TOO HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3797,WORKING FULLTIME,44,DIVORCED,MALE,,BUSH,SLGHTLY CONSERVATIVE,,EXCELLENT,,,
2006,3798,WORKING FULLTIME,55,DIVORCED,FEMALE,,,SLGHTLY CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,ALWAYS WRONG,
2006,3799,RETIRED,,WIDOWED,FEMALE,GORE,KERRY,SLGHTLY CONSERVATIVE,VERY HAPPY,GOOD,NO,ALWAYS WRONG,
2006,3800,KEEPING HOUSE,,MARRIED,FEMALE,,BUSH,EXTRMLY CONSERVATIVE,,EXCELLENT,,,
2006,3801,KEEPING HOUSE,,MARRIED,FEMALE,GORE,KERRY,,VERY HAPPY,POOR,NO,ALWAYS WRONG,
2006,3802,WORKING FULLTIME,40,NEVER MARRIED,MALE,,,MODERATE,VERY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3803,WORKING FULLTIME,40,WIDOWED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,3804,WORKING PARTTIME,16,WIDOWED,FEMALE,,,MODERATE,PRETTY HAPPY,GOOD,YES,,ILLEGAL TO ALL
2006,3805,WORKING FULLTIME,70,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,VERY HAPPY,GOOD,NO,,ILLEGAL UNDER 18
2006,3806,KEEPING HOUSE,,WIDOWED,FEMALE,GORE,KERRY,SLGHTLY CONSERVATIVE,NOT TOO HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,3807,RETIRED,,MARRIED,MALE,,KERRY,MODERATE,,FAIR,,,
2006,3808,WORKING FULLTIME,55,DIVORCED,MALE,,,SLIGHTLY LIBERAL,,GOOD,,,
2006,3809,WORKING FULLTIME,40,DIVORCED,MALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL UNDER 18
2006,3810,RETIRED,,MARRIED,MALE,,,,,POOR,,,
2006,3811,WORKING FULLTIME,41,MARRIED,FEMALE,,KERRY,SLIGHTLY LIBERAL,,FAIR,,,
2006,3812,WORKING FULLTIME,75,MARRIED,MALE,,,LIBERAL,,EXCELLENT,,,
2006,3813,RETIRED,,SEPARATED,MALE,,,SLIGHTLY LIBERAL,PRETTY HAPPY,POOR,NO,,ILLEGAL TO ALL
2006,3814,OTHER,,NEVER MARRIED,MALE,,,CONSERVATIVE,,POOR,,,
2006,3815,RETIRED,,MARRIED,FEMALE,BUSH,BUSH,SLGHTLY CONSERVATIVE,VERY HAPPY,EXCELLENT,NO,ALMST ALWAYS WRG,
2006,3816,WORKING FULLTIME,43,SEPARATED,FEMALE,,,SLIGHTLY LIBERAL,,FAIR,,,
2006,3817,RETIRED,,MARRIED,MALE,,BUSH,MODERATE,,GOOD,,,
2006,3818,OTHER,,MARRIED,MALE,BUSH,BUSH,MODERATE,VERY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3819,WORKING FULLTIME,89,DIVORCED,MALE,,,MODERATE,,GOOD,,,
2006,3820,RETIRED,,MARRIED,MALE,BUSH,BUSH,CONSERVATIVE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3821,WORKING FULLTIME,40,MARRIED,FEMALE,,,SLIGHTLY LIBERAL,,FAIR,,,
2006,3822,WORKING FULLTIME,43,DIVORCED,FEMALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,PRETTY HAPPY,,,ALWAYS WRONG,ILLEGAL TO ALL
2006,3823,WORKING FULLTIME,40,NEVER MARRIED,FEMALE,,BUSH,CONSERVATIVE,VERY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,3824,WORKING FULLTIME,40,DIVORCED,FEMALE,GORE,KERRY,SLGHTLY CONSERVATIVE,PRETTY HAPPY,GOOD,NO,,ILLEGAL TO ALL
2006,3825,WORKING FULLTIME,40,MARRIED,FEMALE,BUSH,BUSH,SLIGHTLY LIBERAL,PRETTY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
2006,3826,WORKING FULLTIME,45,NEVER MARRIED,MALE,BUSH,BUSH,EXTRMLY CONSERVATIVE,VERY HAPPY,,,NOT WRONG AT ALL,ILLEGAL TO ALL
